,Actual Mixture,Fructose,HMF,Levulinic Acid,Formic Acid,Sum
906.3937,-3.83E-04,-1.66E-04,2.54E-04,-3.43E-04,8.95E-05,-1.65E-04
908.3222,-3.93E-04,-1.68E-04,1.24E-04,-3.34E-04,7.96E-05,-2.99E-04
910.2507,-9.97E-05,4.28E-07,-2.96E-05,-4.23E-04,9.87E-05,-3.54E-04
912.1792,3.61E-05,3.71E-04,-1.81E-05,-2.61E-04,6.45E-05,1.57E-04
914.1077,1.40E-04,0.000675992,1.59E-04,-4.78E-05,1.24E-04,9.11E-04
916.0362,5.75E-04,6.76E-04,1.79E-04,-2.30E-05,6.73E-05,0.000899414
917.9647,1.20E-03,9.58E-04,-4.46E-05,2.94E-04,5.01E-05,0.001257544
919.8932,1.26E-03,1.20E-03,-1.42E-04,3.78E-04,7.26E-06,0.001440195
921.8217,9.32E-04,9.14E-04,-2.63E-04,1.07E-04,2.29E-05,0.00078073
923.7502,4.75E-04,5.82E-04,-1.36E-04,1.08E-04,9.93E-05,0.000653254
925.6786,3.41E-04,4.09E-04,6.00E-05,2.53E-04,-4.62E-05,0.000675934
927.6072,2.65E-04,5.28E-04,1.38E-04,2.62E-04,1.51E-05,9.42E-04
929.5356,2.09E-04,4.26E-04,1.87E-04,3.03E-04,1.67E-04,1.08E-03
931.4642,7.10E-05,2.20E-04,4.12E-05,3.52E-04,3.57E-05,6.49E-04
933.3926,3.62E-05,1.96E-04,-4.59E-05,4.62E-04,3.75E-06,6.16E-04
935.3212,-4.88E-06,1.62E-04,-5.49E-05,3.98E-04,1.21E-04,6.26E-04
937.2496,3.56E-05,2.28E-04,2.39E-04,3.48E-04,1.69E-04,9.84E-04
939.1782,7.87E-05,1.84E-04,5.15E-04,1.52E-04,3.26E-04,1.18E-03
941.1066,1.36E-04,1.06E-05,4.76E-04,1.85E-05,1.56E-04,0.000660305
943.0352,1.68E-04,-8.43E-05,5.72E-04,-4.36E-05,8.30E-06,0.000452652
944.9636,9.96E-05,-2.88E-05,6.78E-04,-2.92E-04,-1.19E-04,2.38E-04
946.8922,-7.90E-05,6.62E-05,4.16E-04,-2.90E-05,-2.10E-04,2.44E-04
948.8206,-1.29E-04,2.43E-04,8.57269E-05,2.23E-04,-1.01E-04,0.000450721
950.7491,-6.87E-05,2.22E-04,2.28E-04,1.11E-04,1.02E-04,6.64E-04
952.6776,-3.49E-05,5.13E-05,6.42E-04,1.32E-05,7.46E-05,7.81E-04
954.6061,2.36E-04,-7.22E-05,6.16E-04,1.59E-04,-8.95E-05,6.13E-04
956.5346,6.51E-04,1.80E-05,4.16E-04,-9.12E-06,-6.20E-05,0.000362415
958.4631,1.29E-03,3.56E-04,3.79E-04,-2.59E-05,6.93E-05,0.0007784
960.3916,2.01E-03,0.00109744,4.57E-04,6.08E-05,1.06E-04,0.001721157
962.3201,0.002963918,0.001960199,6.99E-04,2.72E-05,1.17E-04,0.002804238
964.2486,0.004221862,0.002422948,9.32E-04,4.56E-05,2.45E-04,0.003645505
966.1771,0.005250044,0.002783251,1.09E-03,-3.78E-05,2.55E-04,0.004095284
968.1056,0.005443078,0.003013534,1.18E-03,-8.18E-06,2.26E-04,0.00441112
970.0341,0.00485726,0.002845369,0.000939258,1.67E-04,2.82E-04,0.004233822
971.9626,0.004234823,0.002469096,0.00057761,1.09E-04,1.22E-04,0.003277697
973.8911,0.004084386,0.002574275,4.16E-04,-5.20E-05,2.46E-06,0.002941164
975.8196,0.004552249,0.003115624,4.22E-04,-2.55E-05,-9.47E-05,0.003417262
977.7481,0.005364222,0.003738613,2.89E-04,2.10E-04,-3.70E-05,0.004199891
979.6766,0.005965005,0.003940053,0.000189384,4.23E-04,-2.55E-05,0.004527252
981.6051,0.005970228,0.003734515,0.000413555,4.02E-04,-3.32E-05,0.004516907
983.5336,0.00562609,0.003247577,0.000587613,5.68E-04,-3.73E-05,0.004366283
985.4621,0.005272933,0.002565021,0.000684055,8.46E-04,8.03E-05,0.004175355
987.3906,0.005003186,0.001998435,0.000820811,9.06E-04,1.85E-04,0.003910352
989.3191,0.005028729,0.001623327,0.001065193,1.20E-03,3.22E-04,0.004206244
991.2476,0.005342782,0.001405683,0.001212495,1.38E-03,3.55E-04,0.004349054
993.1761,0.005261575,1.25E-03,0.001355959,1.51E-03,2.62E-04,0.00437569
995.1046,0.004710228,0.001351064,0.00133515,1.36E-03,6.58E-05,0.004108458
997.0331,0.004345801,0.001476837,0.001102866,1.03E-03,-1.95E-05,0.003593504
998.9615,0.004213034,0.001500668,0.001033654,8.21E-04,-1.73E-04,0.00318262
1000.89,0.003981226,0.001711914,0.001064532,6.17E-04,-1.08E-04,0.003285406
1002.819,0.003944894,0.002008051,0.00115679,4.51E-04,1.91E-05,0.003634678
1004.747,0.004343802,0.002264809,0.001284381,2.59E-04,7.34E-05,0.003881667
1006.676,0.00482496,0.002576683,0.001233247,1.96E-04,9.26E-05,0.004098157
1008.604,0.005409228,0.003121623,1.21E-03,-1.86E-05,-6.00E-05,0.004251292
1010.533,0.006307156,0.00368571,1.48E-03,-4.27E-05,1.67E-05,0.00513518
1012.461,0.007461224,0.004175742,0.00183583,1.62E-04,9.95E-05,0.006273541
1014.39,0.008410981,0.004479764,0.002154729,2.53E-04,4.22E-05,0.006929912
1016.318,0.00884018,0.004444169,0.002497445,3.87E-04,-1.43E-04,0.007185573
1018.247,0.009205617,0.004148956,0.002644985,6.79E-04,-8.43E-05,0.007388699
1020.175,0.009973105,0.004467343,0.00294806,7.86E-04,1.37E-04,0.008338376
1022.104,0.011068653,0.004987173,0.003609898,7.94E-04,-9.58E-05,0.009295711
1024.032,0.012407561,0.005395692,0.004126307,8.22E-04,-2.60E-04,0.010083596
1025.961,0.013509629,0.005994747,0.004541489,8.76E-04,-1.08E-04,0.011303531
1027.889,0.014047197,0.006671216,0.004501937,9.03E-04,-6.94E-05,0.012006587
1029.818,0.014080705,0.007623994,0.003862245,6.33E-04,-1.25E-04,0.01199479
1031.746,0.013531153,0.008535398,0.002884714,3.32E-04,1.12E-04,0.01186441
1033.675,0.012884621,0.009234492,0.002119675,3.27E-04,1.64E-04,0.011845042
1035.603,0.012536239,0.009838952,0.001691449,1.69E-04,-5.03E-06,0.011694549
1037.531,0.012428317,0.010127961,0.001203625,-1.54E-04,1.23E-04,0.011300734
1039.46,0.012547735,0.010347256,9.82E-04,7.89E-05,7.94E-05,0.011488029
1041.389,0.012631933,0.01064901,0.000841618,1.06E-04,3.31E-05,0.011629569
1043.317,0.012982941,0.01125519,4.95E-04,-3.19E-05,2.92E-06,0.011720915
1045.245,0.013633519,0.012162759,3.42E-04,7.78E-05,-2.01E-04,0.012382186
1047.174,0.014669817,0.013095744,0.000456341,3.30E-04,-2.50E-04,0.013632364
1049.103,0.016024814,0.014112499,0.000504687,3.83E-04,-1.81E-04,0.014819243
1051.031,0.017525822,0.015512488,0.000389299,2.59E-04,-1.99E-04,0.015961434
1052.959,0.019474391,0.017167238,3.04E-04,2.36E-04,2.84E-05,0.017735732
1054.888,0.021930738,0.018907792,2.41E-04,3.82E-04,7.33E-05,0.019603713
1056.817,0.024386856,0.020621007,0.000271788,7.22E-04,-7.23E-05,0.021542713
1058.745,0.026498944,0.022611366,0.000386343,9.27E-04,5.34E-06,0.02392987
1060.673,0.028165432,0.024295726,0.000461336,1.05E-03,6.35E-05,0.025873058
1062.602,0.02883638,0.025035101,0.000682615,8.78E-04,5.92E-05,0.026654723
1064.531,0.028653828,0.025045915,0.000890728,7.07E-04,-8.12E-05,0.026562843
1066.459,0.028077456,0.024307205,0.000942668,9.12E-04,-9.12E-05,0.026070989
1068.387,0.026535584,0.022793314,0.000843095,9.79E-04,-3.44E-05,0.024580838
1070.316,0.024293602,0.021027799,0.00072039,6.56E-04,4.96E-05,0.022453789
1072.245,0.02210404,0.019331614,0.000648801,3.72E-04,2.32E-04,0.020584531
1074.173,0.020588178,0.017830753,0.000575332,2.20E-04,2.65E-04,0.018890782
1076.101,0.019430906,0.016569933,5.67E-04,8.40E-05,-6.95E-06,0.017214357
1078.03,0.018874144,0.016197557,4.92E-04,-9.10E-05,2.23E-05,0.016621127
1079.958,0.019026382,0.016775017,3.46E-04,2.98E-05,1.52E-04,0.017302997
1081.887,0.01919847,0.017617591,4.25E-04,1.08E-04,5.97E-05,0.018210933
1083.815,0.019430708,0.018178141,5.65E-04,-2.83E-05,-1.90E-04,0.018524654
1085.744,0.019280255,0.017837925,6.13E-04,-1.33E-04,-2.81E-04,0.018036314
1087.672,0.018207803,0.016885455,4.10E-04,-2.75E-05,-7.67E-05,0.017191631
1089.601,0.016584231,0.0155256,1.24E-04,-3.13E-05,-6.85E-06,0.015611858
1091.529,0.014789489,1.38E-02,-5.83E-05,-1.29E-04,-1.56E-04,0.013444386
1093.458,0.013231607,0.012408244,-1.16E-04,-9.76E-05,-1.67E-04,0.012027368
1095.386,0.012302705,0.011337493,-1.52E-04,-1.32E-04,-1.18E-04,0.010934877
1097.315,0.011996223,1.08E-02,4.90E-05,-8.12E-05,-1.26E-04,0.010690174
1099.243,0.012096411,0.011196297,2.23E-04,1.22E-05,-1.49E-04,0.011282862
1101.172,0.012300259,1.16E-02,4.53E-05,-1.50E-04,-1.15E-04,0.011380073
1103.1,0.012257837,1.17E-02,-2.75E-05,-2.85E-04,-3.68E-04,0.010988769
1105.029,0.012214465,0.011394426,1.15E-04,-1.31E-04,-4.18E-04,0.010960967
1106.957,0.011834803,0.010743846,1.32E-04,6.08E-05,-2.09E-04,0.010727532
1108.886,0.010781191,9.80E-03,7.92E-05,-3.66E-05,-4.75E-05,0.009798882
1110.814,0.009470069,0.00867687,1.44E-04,-2.74E-04,-1.98E-04,0.008349816
1112.743,0.008142147,0.007556441,2.80E-04,-4.36E-04,-2.59E-04,0.00714206
1114.671,0.007269125,0.00668938,2.35E-04,-2.60E-04,-1.67E-04,0.006496989
1116.6,0.006753382,0.005981298,2.20E-04,-6.97E-05,7.69E-05,0.006208849
1118.528,0.006212501,0.005512585,2.15E-04,-4.07E-06,1.52E-04,0.005875859
1120.457,0.005826068,0.005243324,2.68E-04,-1.73E-04,-8.27E-05,0.005255459
1122.385,0.005555006,0.005111393,2.93E-04,-1.34E-04,-1.06E-04,0.005164571
1124.314,0.005441464,0.005038828,1.99E-04,-1.32E-04,-3.64E-05,0.005069463
1126.242,0.005581512,0.004962268,1.50E-04,-9.51E-05,-1.91E-04,0.004826355
1128.171,0.00575765,0.004920662,1.29E-04,7.26E-05,-2.88E-04,0.004835036
1130.099,0.005944818,4.99E-03,3.64E-05,1.29E-04,-1.56E-04,0.004999527
1132.028,0.006040236,4.92E-03,1.96E-05,1.26E-04,4.96E-06,0.005067382
1133.956,0.006184774,4.91E-03,-4.09E-05,9.56E-05,1.24E-04,0.005092269
1135.885,0.006447462,5.00E-03,-1.99E-06,1.58E-04,2.24E-04,0.005382291
1137.813,0.00649631,0.00492759,1.09E-04,5.00E-04,1.13E-04,0.005649816
1139.742,0.006615168,4.99E-03,-1.90E-05,6.16E-04,9.04E-07,0.005587544
1141.67,0.007002566,5.24E-03,-7.41E-05,6.61E-04,1.78E-04,0.006001187
1143.599,0.007368624,0.00543577,1.06E-04,6.94E-04,2.25E-04,0.00646088
1145.527,0.007705582,5.46E-03,6.21E-05,9.17E-04,2.47E-04,0.006684043
1147.456,0.0082654,0.005637703,-1.13E-04,1.18E-03,1.17E-04,0.006824478
1149.384,0.008883358,5.81E-03,-6.66E-05,1.39E-03,-7.66E-05,0.007055433
1151.313,0.009570165,6.03E-03,5.83E-05,1.72E-03,5.75E-05,0.007863749
1153.241,0.010202893,6.33E-03,-2.87E-05,2.15E-03,1.54E-04,0.008613576
1155.17,0.010753371,6.29E-03,-1.95E-05,0.00266976,1.76E-04,0.009115507
1157.098,0.011474039,0.006057687,1.37E-04,0.003237057,3.59E-04,0.009790796
1159.027,0.012331867,0.005845173,2.56E-04,0.00416374,3.60E-04,0.010625251
1160.955,0.013284515,0.005753894,2.76E-04,0.00526909,3.49E-04,0.011648065
1162.884,0.014446643,0.005548956,1.10E-04,0.006494895,5.96E-04,0.012749267
1164.812,0.015990651,5.21E-03,-7.94E-05,0.008124603,7.17E-04,0.013974223
1166.741,0.017895229,4.79E-03,-6.08E-05,0.010280572,7.24E-04,0.015730388
1168.669,0.020038517,0.00435541,2.75E-04,0.012505059,8.65E-04,0.018000057
1170.598,0.021498015,0.004009772,4.36E-04,0.014356211,1.11E-03,0.019910808
1172.526,0.021618523,0.003843429,2.87E-04,0.014706719,1.33E-03,0.020165091
1174.455,0.020181571,0.003744851,5.08E-04,0.013305621,0.001394552,0.018952886
1176.383,0.017959249,0.003740813,0.000666218,0.011024198,0.001500406,0.016931636
1178.312,0.015925657,0.003757747,0.000581353,0.008825341,0.001624041,0.014788481
1180.24,0.014327125,0.003835296,0.000472201,0.007036877,0.001696055,0.01304043
1182.169,0.013381772,0.003917995,0.000535667,0.005725701,0.001968474,0.012147837
1184.097,0.013036131,0.003840944,0.000788812,0.005021669,0.002260365,0.01191179
1186.026,0.013105368,0.003642575,0.001140778,0.004690756,0.002477692,0.011951801
1187.954,0.013525626,0.003540272,0.001512369,0.004621025,0.002799326,0.012472992
1189.883,0.013871784,0.003313943,0.001983909,0.004586329,0.003202984,0.013087166
1191.811,0.014037712,0.003057734,0.002335279,0.00449366,0.003382111,0.013268784
1193.74,0.01387835,0.002812903,0.002429522,0.004203371,0.003314022,0.012759819
1195.668,0.013264558,0.002461468,0.002268267,0.003895117,0.003467595,0.012092447
1197.597,0.012561786,0.00221526,0.002125376,0.003892572,0.003762123,0.011995331
1199.525,0.012092624,0.001980354,0.001856328,0.00397607,0.004013464,0.011826216
1201.454,0.011869632,0.001804712,0.001519545,0.004122223,0.004155392,0.011601871
1203.382,0.01203474,0.00170527,0.001218989,0.00432454,0.004427789,0.011676588
1205.311,0.012590748,0.00170568,0.001063894,0.004783721,0.004680938,0.012234233
1207.239,0.013095896,0.001515249,0.001016792,0.005353347,0.004803314,0.012688702
1209.168,0.013296394,0.001435506,0.00094238,0.005908046,0.005031155,0.013317086
1211.096,0.013717972,0.001435215,0.000745118,0.006568047,0.005075823,0.013824203
1213.025,0.0144202,1.47E-03,0.000539358,0.007226195,0.004835878,0.01407432
1214.953,0.015076278,0.001669368,4.65E-04,0.007851254,0.004765613,0.014750766
1216.882,0.015518725,0.001779212,0.000366215,0.008341849,0.004762565,0.015249841
1218.81,0.015796853,0.001773475,0.000292478,0.008757464,0.004654524,0.015477941
1220.739,0.016112751,0.001930711,3.67E-04,0.008999257,0.004515418,0.015812241
1222.667,0.016150759,0.002269155,3.31E-04,0.009150834,0.004551552,0.016302506
1224.596,0.015908317,0.002442196,1.47E-04,0.009097456,0.004450652,0.016137339
1226.524,0.015667555,2.44E-03,1.00E-04,0.008953116,0.004068055,0.015564425
1228.453,0.015272823,0.002564195,1.99E-04,0.008649112,0.003815631,0.015228428
1230.381,0.014754931,0.00271703,1.66E-04,0.008294554,0.003666577,0.014844293
1232.31,0.014442279,0.002866238,2.04E-04,0.007745786,0.003384349,0.014200114
1234.238,0.014039997,0.002971814,3.20E-04,0.007181356,0.002966978,0.013440007
1236.167,0.013644875,0.002990771,2.27E-04,0.006784,0.002754997,0.012756613
1238.095,0.013341423,0.003047371,1.28E-04,0.006682032,0.002556122,0.012413346
1240.024,0.013335951,0.003266178,1.70E-04,0.006698504,0.002278296,0.012413275
1241.952,0.013487969,0.00338466,2.97E-04,0.006887353,0.002006064,0.01257489
1243.881,0.013645857,0.003262546,3.53E-04,0.0072356,0.001864437,0.01271604
1245.809,0.013825425,0.003275376,4.01E-04,0.007410209,0.001707461,0.012794469
1247.738,0.014062712,0.003490789,4.27E-04,0.00758965,0.001656432,0.013163791
1249.666,0.014173091,0.003674593,4.20E-04,0.007815629,0.001565073,0.013475324
1251.595,0.014054268,0.003783551,2.47E-04,0.007880938,1.37E-03,0.013278095
1253.523,0.013780746,3.81E-03,7.78E-05,0.00784702,1.04E-03,0.012777814
1255.452,0.013372694,3.76E-03,8.93E-06,0.007636029,8.20E-04,0.012222746
1257.38,0.012987432,3.50E-03,3.16E-05,0.007309397,7.00E-04,0.011541352
1259.309,0.01258145,0.003518586,1.30E-04,0.007039673,5.74E-04,0.011262486
1261.237,0.012086908,0.003597977,2.33E-04,0.006658698,4.31E-04,0.010920332
1263.166,0.011596606,0.003387757,1.87E-04,0.006277034,3.01E-04,0.010152629
1265.094,0.011180504,0.003179181,2.55E-04,0.006015624,3.57E-04,0.009807302
1267.023,0.010722632,0.002983165,3.06E-04,0.005812919,4.79E-04,0.009581951
1268.951,0.01011059,0.002899028,1.53E-04,0.005619425,4.48E-04,0.009119661
1270.88,0.009681458,0.002764632,1.01E-04,0.005501122,4.01E-04,0.008768268
1272.808,0.009414806,0.002589306,2.73E-04,0.005420593,2.90E-04,0.008573164
1274.737,0.009209794,0.002375149,4.26E-04,0.005225551,1.68E-04,0.008194186
1276.665,0.009040162,0.002291253,4.45E-04,0.004992157,1.41E-04,0.00787016
1278.594,0.0089712,0.002214793,0.000539952,0.004958774,2.15E-04,0.007928446
1280.522,0.009028428,0.002120821,0.000701201,0.004897227,3.19E-04,0.00803794
1282.451,0.009039215,0.002156578,0.000950254,0.004713118,3.26E-04,0.008145698
1284.379,0.009063234,0.002190029,0.001160862,0.004631923,3.06E-04,0.008289099
1286.308,0.008936731,0.002050688,0.001138155,0.00455159,2.90E-04,0.008030068
1288.236,0.008694829,0.001970377,0.001094266,0.004397477,2.23E-04,0.007684623
1290.165,0.008410747,0.001958445,0.001013768,0.004311498,1.61E-04,0.00744435
1292.093,0.008182465,2.02E-03,0.000806724,0.004310524,1.47E-04,0.007287668
1294.022,0.007983283,2.05E-03,5.92E-04,0.004190691,1.71E-04,0.007000313
1295.95,0.007600751,0.001960241,4.67E-04,3.99E-03,6.79E-05,0.006488672
1297.879,0.007256859,0.00198204,0.000447732,3.90E-03,5.95E-06,0.006335493
1299.807,0.007102647,0.002023851,0.000428178,3.72E-03,3.92E-05,0.00621028
1301.736,0.006965615,0.002102041,2.53E-04,3.59E-03,5.92E-06,0.005948809
1303.664,0.006981953,0.002310919,2.01E-04,3.61E-03,3.09E-05,0.006153195
1305.593,0.006981891,0.002323077,2.67E-04,3.61E-03,5.11E-05,0.006252357
1307.521,0.006858909,0.002222203,2.47E-04,3.42E-03,5.44E-05,0.005938963
1309.45,0.006828727,0.002279354,1.26E-04,0.003345277,1.42E-04,0.005892908
1311.378,0.006872295,0.002364149,1.17E-04,3.40E-03,2.92E-05,0.005913495
1313.307,0.006927882,0.002462251,2.31E-04,3.35E-03,-5.40E-05,0.005984033
1315.235,0.007117431,0.002365291,3.08E-04,3.31E-03,-9.49E-05,0.005886811
1317.164,0.007346728,0.002430201,2.10E-04,3.47E-03,3.44E-06,0.006110442
1319.092,0.007334456,0.002531211,1.48E-04,3.59E-03,4.68391E-05,0.006317921
1321.021,0.007406234,2.54E-03,8.75E-05,3.67E-03,1.18E-06,0.006304048
1322.949,0.007702482,0.002692436,1.05E-04,3.67E-03,-4.26E-06,0.006467294
1324.878,0.00788539,0.00282431,2.53E-04,3.70E-03,6.46E-05,0.00684494
1326.806,0.008146408,0.002896417,3.23E-04,3.66E-03,9.38E-05,0.006973836
1328.735,0.008578806,0.003060604,2.65E-04,3.72E-03,7.05E-05,0.007114221
1330.663,0.008862114,0.003138662,3.64E-04,0.003734318,-1.08E-04,0.007128809
1332.592,0.009306952,0.003276001,4.18E-04,3.93E-03,-4.09E-05,0.007586811
1334.52,0.00979144,0.003467746,4.31E-04,0.004323598,1.66E-04,0.00838806
1336.449,0.010257838,0.003743736,4.48E-04,0.004681185,1.77E-04,0.009049975
1338.377,0.010922266,0.003902977,4.14E-04,0.00485124,1.52E-04,0.009320128
1340.306,0.011584534,0.00393534,4.94E-04,0.004891287,2.20E-04,0.009540488
1342.234,0.011829882,0.00406539,0.000631138,0.005101314,2.13E-04,0.010011254
1344.163,0.01196579,0.004199097,6.30E-04,0.00550968,2.49E-04,0.010587597
1346.091,0.012288398,0.004138538,5.11E-04,0.005817152,4.84E-04,0.010950776
1348.02,0.012532465,0.003935496,4.89E-04,0.006184981,5.94E-04,0.011203204
1349.948,0.012670304,0.003776843,4.75E-04,0.006526404,6.29E-04,0.011407077
1351.877,0.013055391,0.003719042,5.12E-04,0.007034226,5.68E-04,0.011833374
1353.805,0.013687759,0.003663186,5.94E-04,0.007534957,5.96E-04,0.012388196
1355.734,0.014214957,0.003655938,5.82E-04,0.007990276,0.000690016,0.012918021
1357.662,0.014813015,0.003600933,0.000584516,0.008493323,7.09E-04,0.013387897
1359.591,0.015319453,0.003541892,0.000729258,0.009081485,5.98E-04,0.013950997
1361.519,0.015613151,0.003418434,6.59E-04,0.009430244,4.28E-04,0.013935251
1363.448,0.015955229,0.003338524,5.22E-04,0.009736473,5.33E-04,0.014129686
1365.376,0.016491057,0.003334129,7.08E-04,0.01012168,7.62E-04,0.014926688
1367.305,0.017134195,0.003270055,0.000908574,0.010498172,9.16E-04,0.015592317
1369.233,0.017514163,0.003209633,0.000944719,0.01079604,1.14E-03,0.016094487
1371.161,0.017760271,0.00321751,0.000959027,0.011078347,1.20E-03,0.01645746
1373.09,0.018064199,0.003122981,0.00083104,0.01143057,0.001153726,0.016538317
1375.019,0.018046937,0.003155596,0.000687137,0.011415702,1.23E-03,0.016488002
1376.947,0.017383135,0.003336767,0.000568747,0.010971439,0.001485285,0.016362239
1378.875,0.016443983,0.003330469,0.000499189,0.010148117,0.001552228,0.015530002
1380.804,0.015497741,0.003242205,0.000443101,0.009264173,0.001623989,0.014573468
1382.733,0.014703748,0.003204698,3.82E-04,0.008443949,0.001655236,0.013685832
1384.661,0.014081796,0.003291025,4.36E-04,0.007641697,0.001734871,0.013103378
1386.589,0.013844645,0.003328388,0.000577658,0.007238687,0.001763402,0.012908135
1388.518,0.014042742,0.003413871,0.000652113,0.007189764,0.001778602,0.01303435
1390.447,0.01450444,0.003543043,0.000730561,0.007372031,0.001787467,0.013433103
1392.375,0.015164128,0.003656956,0.000813668,0.007751369,0.001789995,0.014011987
1394.303,0.016262126,0.003856195,0.000979295,0.008407773,0.002092752,0.015336015
1396.232,0.017680894,0.00395676,0.001150497,0.009272046,0.002200516,0.016579819
1398.161,0.019071122,0.004149328,0.001304128,0.010012139,0.002015265,0.017480861
1400.089,0.02018427,0.004263076,0.001397078,0.010891137,0.001808135,0.018359427
1402.017,0.020639498,0.004346828,0.001453631,0.011566215,0.001848114,0.019214787
1403.946,0.020283016,0.004406773,0.001393333,0.011514987,0.001939291,0.019254385
1405.875,0.019503724,0.004421052,0.001167785,0.010888589,0.001811707,0.018289133
1407.803,0.018630322,0.004550707,0.000976971,0.010055476,0.001636778,0.017219932
1409.731,0.01781754,0.004742424,0.000924803,0.009450773,0.001613544,0.016731544
1411.66,0.017103058,0.004872805,0.000870917,0.009039086,0.001521362,0.01630417
1413.589,0.016612305,0.004936932,6.91E-04,0.008603565,1.35E-03,0.015586086
1415.517,0.016115154,0.004940242,6.29E-04,0.008284109,0.001312906,0.015166154
1417.445,0.015506802,0.004709749,0.00070827,0.007878024,0.001325341,0.014621384
1419.374,0.015046209,0.004775294,6.38E-04,0.00744176,0.001333504,0.014188453
1421.302,0.014494067,0.004976069,4.25E-04,0.007015075,0.001225685,0.0136419
1423.231,0.013819075,0.004860052,4.14E-04,0.006693854,0.001198539,0.013166482
1425.159,0.013126533,0.004760122,5.29E-04,0.00629073,1.21E-03,0.012793784
1427.088,0.012669101,0.004617863,6.00E-04,0.005728945,1.07E-03,0.012018285
1429.016,0.012252899,0.004445936,5.99E-04,0.005153889,0.001057674,0.011256683
1430.945,0.011798177,0.004433245,5.06E-04,0.004707262,0.001072953,0.010719874
1432.873,0.011232085,0.004540119,4.68E-04,0.004404154,0.001034792,0.010446695
1434.802,0.010722803,0.004480688,5.90E-04,0.004119303,1.09E-03,0.010279209
1436.73,0.010342771,0.004297349,0.000691268,0.003767626,1.10E-03,0.009852414
1438.659,0.009773099,0.004266118,0.000664905,0.003462209,0.000907561,0.009300795
1440.587,0.009125587,0.004180252,4.97E-04,0.003151608,0.000737925,0.008566775
1442.516,0.008638455,0.003973207,3.01E-04,0.00285652,6.43E-04,0.007773637
1444.444,0.008165303,0.003841884,0.000276222,0.002518216,6.76E-04,0.007311959
1446.373,0.007602151,0.003806019,3.78E-04,0.002114702,6.69E-04,0.006967032
1448.301,0.007274229,0.003882795,4.40E-04,1.83E-03,5.69E-04,0.006722359
1450.23,0.007077456,0.003935234,4.47E-04,1.67E-03,4.72E-04,0.006522975
1452.158,0.006843575,0.003909424,4.57E-04,0.00148274,3.83E-04,0.006232874
1454.087,0.006688912,0.004009403,4.14E-04,1.21E-03,4.18E-04,0.006050542
