,Actual Mixture,Fructose,HMF,Levulinic Acid,Formic Acid,Sum
1004.747,0.003582469,0.001850602,0.003001275,4.01E-05,3.97E-04,0.00529
1006.676,0.004132201,0.001835454,0.002620956,-3.34E-04,1.85E-04,0.00431
1008.604,0.004653125,0.002162571,0.002780914,-4.55E-04,1.84E-04,0.00467
1010.533,0.005361804,0.002469281,0.003599707,1.30E-04,3.46E-05,0.00623
1012.461,0.006200196,0.002806956,0.004246795,5.85E-04,-1.02E-04,0.00754
1014.39,0.006654917,0.003417049,0.004668945,2.34E-04,-6.49E-06,0.00831
1016.318,0.007235849,0.003612098,0.00539198,-1.03E-04,6.70E-05,0.00897
1018.247,0.008082639,0.003071789,0.00630091,-3.07E-04,-4.80E-04,0.00859
1020.175,0.009004001,0.002888221,0.006367477,1.50E-04,-4.29E-04,0.00898
1022.104,0.010377351,0.003176095,0.00686322,5.80E-04,1.35E-04,0.0108
1024.032,0.012006673,0.003450999,0.00833554,4.48E-04,2.96E-04,0.0125
1025.961,0.013134483,0.003353373,0.009816859,5.17E-05,5.44E-04,0.0138
1027.889,0.013046316,0.003826857,0.009606899,-1.85E-04,4.15E-04,0.0137
1029.818,0.012022266,0.004596512,0.008227352,-2.41E-04,-3.09E-06,0.0126
1031.746,0.010570398,0.005118209,0.006422139,9.24E-05,-1.76E-04,0.0115
1033.675,0.009521528,0.005846963,0.004491411,4.05E-04,1.59E-04,0.0109
1035.603,0.00906995,0.006504497,0.003159608,3.24E-04,-2.45E-06,0.00999
1037.531,0.008384932,0.006667421,0.002310443,2.40E-04,-2.05E-04,0.00901
1039.46,0.007851772,0.006630564,0.001916109,-2.65E-04,2.09E-04,0.00849
1041.389,0.007640033,0.006821893,0.001820089,-7.43E-04,2.76E-04,0.00817
1043.317,0.008114145,0.006907818,0.001612188,-2.96E-04,2.48E-04,0.00847
1045.245,0.008155837,0.007056463,0.001435833,-1.07E-04,3.32E-04,0.00872
1047.174,0.008284877,0.007826469,0.00135316,1.14E-04,-8.66E-05,0.00921
1049.103,0.009458227,0.008633634,0.001389179,2.48E-04,-1.03E-04,0.0102
1051.031,0.010512359,0.00978252,0.001158066,1.95E-04,1.80E-04,0.0113
1052.959,0.011511101,0.011310225,6.24E-04,1.97E-04,-1.14E-04,0.012
1054.888,0.012696102,0.01233881,7.62E-04,4.49E-05,-7.02E-04,0.0124
1056.817,0.014014442,0.013246816,0.001146819,3.84E-04,-4.10E-04,0.0144
1058.745,0.015236824,0.014411371,0.001425774,6.08E-04,3.97E-04,0.0168
1060.673,0.016525966,0.015285217,0.001422194,9.03E-04,1.23E-04,0.0177
1062.602,0.016862836,0.015794352,0.001357305,6.67E-04,-3.05E-04,0.0175
1064.531,0.017164917,0.015859218,0.001283575,1.15E-04,8.67E-05,0.0173
1066.459,0.017409359,0.015464223,0.001593355,9.74E-05,7.15E-04,0.0179
1068.387,0.016555571,0.014735208,0.001969219,1.76E-04,6.44E-04,0.0175
1070.316,0.015039841,0.013543774,0.002119685,5.65E-04,-1.62E-04,0.0161
1072.245,0.013824431,0.01185078,0.001823714,7.85E-04,-2.75E-06,0.0145
1074.173,0.012846183,0.010902435,0.001386576,4.32E-04,7.12E-04,0.0134
1076.101,0.011990665,0.01037127,0.001225798,3.92E-05,6.28E-04,0.0123
1078.03,0.011116446,0.010164316,9.62E-04,-2.32E-04,3.77E-04,0.0113
1079.958,0.011393828,0.010438411,5.95E-04,-3.98E-04,4.56E-04,0.0111
1081.887,0.011758388,0.010704627,5.21E-04,1.62E-04,8.07E-04,0.0122
1083.815,0.01139193,0.010713552,3.33E-04,1.80E-04,4.36E-04,0.0117
1085.744,0.01071749,0.010837407,-1.10E-04,-2.07E-04,-8.62E-06,0.0105
1087.672,0.009694272,0.010609633,-1.11E-04,-2.99E-04,-2.64E-04,0.00994
1089.601,0.008856853,0.009900938,6.32E-04,-2.40E-04,-3.26E-04,0.00997
1091.529,0.007893655,0.008523893,8.51E-04,9.57E-05,-1.15E-04,0.00936
1093.458,0.006653295,0.007260079,2.18E-04,2.89E-04,4.31E-04,0.0082
1095.386,0.006440307,0.006680644,-1.62E-04,3.51E-04,4.85E-04,0.00735
1097.315,0.006911867,0.006644668,-1.99E-04,2.95E-04,-1.34E-04,0.00661
1099.243,0.007049809,0.006934635,-6.43E-05,3.39E-04,-2.43E-04,0.00697
1101.172,0.006721499,0.006864441,1.18E-04,3.38E-04,1.75E-05,0.00734
1103.1,0.006720872,0.006695446,4.06E-04,7.05E-05,3.10E-04,0.00748
1105.029,0.006950622,0.006880652,6.76E-04,-3.26E-04,2.22E-05,0.00725
1106.957,0.006688894,0.006758507,5.31E-04,-4.46E-04,-3.84E-04,0.00646
1108.886,0.006206984,0.006395773,8.41E-05,-1.89E-04,-1.61E-04,0.00613
1110.814,0.005833652,0.006029819,2.06E-04,-4.96E-05,-8.19E-05,0.0061
1112.743,0.005045978,0.005118973,5.20E-04,2.00E-04,-2.29E-04,0.00561
1114.671,0.004479445,0.00437405,1.11E-04,1.01E-04,-6.21E-05,0.00452
1116.6,0.003925577,0.004022,-3.88E-05,-4.76E-04,9.27E-05,0.0036
1118.528,0.003468165,0.003612733,-1.80E-04,-2.58E-04,-9.50E-05,0.00308
1120.457,0.003520813,0.003333432,-2.08E-04,1.52E-04,-2.05E-04,0.00307
1122.385,0.003384463,0.003470964,3.18E-04,2.20E-04,-2.22E-04,0.00379
1124.314,0.002784204,0.003380648,3.16E-04,2.00E-05,3.49E-04,0.00407
1126.242,0.002586991,0.003501668,3.15E-04,2.98E-05,6.15E-04,0.00446
1128.171,0.002679745,0.003691574,1.66E-04,1.54E-04,3.54E-04,0.00437
1130.099,0.002794434,0.003370502,1.72E-04,4.03E-04,4.31E-04,0.00438
1132.028,0.003167754,0.003249968,1.41E-04,8.08E-05,1.04E-04,0.00358
1133.956,0.003607537,0.003315503,-2.07E-04,-6.43E-04,-2.00E-04,0.00227
1135.885,0.003319274,0.003701457,-3.10E-04,-6.62E-04,1.02E-04,0.00283
1137.813,0.003148032,0.004028205,-5.19E-04,-1.28E-04,8.71E-05,0.00347
1139.742,0.003777283,0.003660994,-5.35E-04,-6.06E-05,-1.39E-04,0.00293
1141.67,0.004354301,0.003755517,-2.90E-04,-2.89E-04,-2.86E-04,0.00289
1143.599,0.004492311,0.004072428,-5.41E-05,-1.24E-04,4.40E-05,0.00394
1145.527,0.004420791,0.003712624,-2.24E-04,3.06E-04,3.60E-04,0.00416
1147.456,0.004698746,0.003363146,-1.07E-04,3.15E-04,1.40E-04,0.00371
1149.384,0.005310963,0.003603546,3.75E-04,3.41E-04,-1.98E-04,0.00412
1151.313,0.005313084,0.003717587,5.88E-04,6.35E-04,1.57E-04,0.0051
1153.241,0.005112743,0.00383408,2.93E-04,8.12E-04,1.90E-04,0.00513
1155.17,0.005701576,0.004068606,1.32E-04,0.001426791,-3.74E-05,0.00559
1157.098,0.006123496,0.004007887,4.56E-04,0.001833336,2.15E-04,0.00651
1159.027,0.00646653,0.003818162,5.83E-04,0.001944127,5.14E-04,0.00686
1160.955,0.006996016,0.004094498,5.51E-04,0.002075666,3.27E-04,0.00705
1162.884,0.007897857,0.004107376,-6.66E-05,0.00241149,2.28E-04,0.00668
1164.812,0.008677619,0.0034106,-8.47E-05,0.003251178,3.94E-04,0.00697
1166.741,0.009227079,0.003163562,2.98E-04,0.004539313,5.43E-04,0.00854
1168.669,0.010133451,0.002837051,7.77E-05,0.005869286,4.60E-04,0.00924
1170.598,0.010811631,0.002403045,-3.79E-04,0.006778367,1.62E-04,0.00896
1172.526,0.011186283,0.002355454,-2.72E-05,0.007315921,2.66E-04,0.00991
1174.455,0.011066433,0.002340726,7.54E-04,0.00660151,0.00105431,0.0108
1176.383,0.010283336,0.002266862,0.001254146,0.005057556,0.001449897,0.01
1178.312,0.009234936,0.002348193,0.001086395,0.004100948,0.001445907,0.00898
1180.24,0.008711688,0.002524757,0.001079394,0.003623533,0.001511747,0.00874
1182.169,0.008669908,0.002840557,0.00158593,0.003046885,0.001810036,0.00928
1184.097,0.00901923,0.003083416,0.001957443,0.002404353,0.002109114,0.00955
1186.026,0.00962404,0.00297887,0.002588885,0.002163493,0.002056904,0.00979
1187.954,0.010519162,0.002762288,0.003350742,0.002120046,0.002107718,0.0103
1189.883,0.011560703,0.00212831,0.004140276,0.002023856,0.002255472,0.0105
1191.811,0.011970575,0.001876277,0.004935154,0.001820199,0.002667702,0.0113
1193.74,0.012058395,0.002261902,0.005319128,0.002000849,0.003106121,0.0127
1195.668,0.011801167,0.002059332,0.005107351,0.002092936,0.003425493,0.0127
1197.597,0.011064907,0.00148611,0.004518578,0.00203609,0.003618058,0.0117
1199.525,0.010471159,0.001536705,0.003549039,0.001913441,0.003787189,0.0108
1201.454,0.01012009,0.00163569,0.003168893,0.002222165,0.004073053,0.0111
1203.382,0.010146212,0.001241473,0.003127069,0.002225939,0.004193245,0.0108
1205.311,0.010588392,0.001201142,0.002974013,0.002007825,0.004197374,0.0104
1207.239,0.010811624,0.001622214,0.002236562,0.002407043,0.004530978,0.0108
1209.168,0.010951614,0.001440883,0.001279466,0.002960611,0.004882806,0.0106
1211.096,0.010739556,0.001067393,0.001217901,0.0033025,0.004964795,0.0106
1213.025,0.010703827,9.59E-04,0.001118611,0.00339481,0.004691519,0.0102
1214.953,0.010804049,0.001113733,9.64E-04,0.003641326,0.00449152,0.0102
1216.882,0.010704949,0.001088142,0.001155806,0.00406909,0.004488658,0.0108
1218.81,0.010522201,0.001289836,0.001097974,0.00391453,0.004320854,0.0106
1220.739,0.010580481,0.001751307,6.58E-04,0.004203602,0.003975891,0.0106
1222.667,0.010515173,0.001766265,3.84E-04,0.004446164,0.003734685,0.0103
1224.596,0.010327694,0.001643044,3.75E-04,0.00423803,0.003587922,0.00984
1226.524,0.010293556,0.00190058,7.89E-05,0.004054494,0.003313062,0.00935
1228.453,0.010116486,0.001822607,2.41E-04,0.003902666,0.003050655,0.00902
1230.381,0.009467588,0.001678058,7.88E-04,0.003763148,0.002953583,0.00918
1232.31,0.009181818,0.001845657,5.72E-04,0.003538656,0.002678388,0.00863
1234.238,0.00911757,0.001571791,3.59E-04,0.00326337,0.002367768,0.00756
1236.167,0.008833771,0.001422236,4.75E-04,0.003273565,0.00206869,0.00724
1238.095,0.008369653,0.001798719,4.90E-04,0.003342569,0.002106217,0.00774
1240.024,0.007835053,0.002137585,4.38E-04,0.00336133,0.002275363,0.00821
1241.952,0.007789805,0.002265894,4.35E-04,0.003235749,0.001950368,0.00789
1243.881,0.007946555,0.002251037,2.46E-04,0.003173439,0.00158541,0.00726
1245.809,0.007653017,0.001952675,3.56E-04,0.003431365,0.001203777,0.00694
1247.738,0.007618237,0.002146441,4.70E-04,0.003905002,0.001161976,0.00768
1249.666,0.0079024,0.00256535,1.14E-04,0.003622542,0.001180326,0.00748
1251.595,0.00777714,0.00249619,2.15E-05,0.003593244,8.51E-04,0.00696
1253.523,0.007715832,0.002379678,1.84E-04,0.00398847,5.18E-04,0.00707
1255.452,0.007669262,0.002702665,2.12E-04,0.003931442,4.37E-04,0.00728
1257.38,0.007511634,0.002893334,4.17E-04,0.003674218,3.83E-04,0.00737
1259.309,0.007322634,0.002693038,5.37E-04,0.003453457,4.10E-04,0.00709
1261.237,0.007099879,0.002311714,4.85E-04,0.003097426,5.70E-04,0.00646
1263.166,0.006776477,0.002432181,2.41E-04,0.002869518,4.12E-04,0.00595
1265.094,0.006408705,0.002486808,1.96E-04,0.003061548,3.13E-04,0.00606
1267.023,0.005943031,0.002331269,2.06E-04,0.002739326,1.77E-04,0.00545
1268.951,0.005550295,0.002049026,1.46E-04,0.002044248,2.81E-05,0.00427
1270.88,0.005590758,0.002017946,2.25E-04,0.002088347,-3.64E-05,0.00429
1272.808,0.005435822,0.002149033,5.02E-04,0.002671959,2.89E-04,0.00561
1274.737,0.005405809,0.001985368,5.50E-04,0.002635729,3.71E-05,0.00521
1276.665,0.005495765,0.001838358,5.64E-04,0.002306268,-2.24E-04,0.00448
1278.594,0.005437163,0.001694282,0.001061315,0.002155649,-5.59E-05,0.00486
1280.522,0.005662658,0.001341735,0.001706345,0.002344118,1.04E-05,0.0054
1282.451,0.005816522,0.001086478,0.002023251,0.002415739,3.92E-04,0.00592
1284.379,0.005708262,0.001401428,0.001992248,0.002033876,4.28E-04,0.00586
1286.308,0.005767873,0.001613634,0.001999017,0.001939564,-1.35E-05,0.00554
1288.236,0.005701296,0.001428842,0.001942906,0.002087581,-1.67E-04,0.00529
1290.165,0.005342656,0.001177418,0.001763114,0.001900914,-2.31E-04,0.00461
1292.093,0.004991713,9.54E-04,0.001354304,0.001971695,-1.93E-04,0.00409
1294.022,0.00471821,7.77E-04,8.09E-04,0.002363673,-2.40E-04,0.00371
1295.95,0.004396157,0.00109917,8.33E-04,0.002257547,-6.42E-05,0.00413
1297.879,0.00431314,0.001623409,0.001029028,0.001993262,4.54E-04,0.0051
1299.807,0.004158927,0.001577688,0.00109525,0.001982368,4.92E-04,0.00515
1301.736,0.003795277,0.001522996,7.36E-04,0.00189381,1.81E-04,0.00433
1303.664,0.003590558,0.001566619,3.07E-04,0.001492607,-7.13E-05,0.00329
1305.593,0.003438232,0.001560399,2.53E-04,0.00134064,7.69E-05,0.00323
1307.521,0.003644117,0.001537127,1.16E-04,0.001914506,-2.47E-04,0.00332
1309.45,0.003883296,0.001692827,3.08E-04,0.001985651,-3.23E-04,0.00366
1311.378,0.003828837,0.002055791,6.56E-04,0.001920926,-1.95E-04,0.00444
1313.307,0.003907896,0.002104531,7.31E-04,0.001987104,-2.02E-04,0.00462
1315.235,0.004181206,0.001942032,4.30E-04,0.001840129,-3.96E-06,0.00421
1317.164,0.004310593,0.002010947,2.71E-04,0.001633485,-4.82E-05,0.00387
1319.092,0.004194505,0.002055657,1.91E-04,0.001705747,0,0.00395
1321.021,0.004244183,0.001916613,3.62E-04,0.001933813,-1.73E-04,0.00404
1322.949,0.004262615,0.001935832,5.29E-04,0.001700411,1.11E-05,0.00418
1324.878,0.00411641,0.002168717,2.42E-04,0.001228028,3.06E-04,0.00395
1326.806,0.00454716,0.002156313,2.13E-05,0.001645611,1.02E-04,0.00392
1328.735,0.004905473,0.002245626,-9.45E-05,0.00212497,-5.78E-06,0.00427
1330.663,0.004976442,0.002147911,1.53E-04,0.002339557,2.21E-04,0.00486
1332.592,0.005429183,0.002020508,3.84E-04,0.00244716,1.13E-04,0.00497
1334.52,0.005761763,0.002150712,5.31E-04,0.002462647,-1.42E-05,0.00513
1336.449,0.006161369,0.002456409,8.80E-04,0.002397958,5.42E-05,0.00579
1338.377,0.007067328,0.002846033,9.21E-04,0.002303525,4.63E-05,0.00612
1340.306,0.007665611,0.002959815,9.43E-04,0.002448582,-4.48E-05,0.00631
1342.234,0.007408354,0.003211935,0.001067492,0.002606033,3.07E-05,0.00692
1344.163,0.007148064,0.0032149,9.32E-04,0.002793824,2.28E-04,0.00717
1346.091,0.00740419,0.002958254,7.37E-04,0.002684048,4.25E-04,0.00681
1348.02,0.007864744,0.002915986,8.88E-04,0.00290687,5.40E-04,0.00725
1349.948,0.00808246,0.003131098,9.58E-04,0.003153724,5.22E-04,0.00777
1351.877,0.00823403,0.002966237,9.94E-04,0.003225811,4.41E-04,0.00763
1353.805,0.008316722,0.002651742,9.78E-04,0.003514241,6.90E-04,0.00783
1355.734,0.008278372,0.002275971,9.87E-04,0.003657704,0.001140509,0.00806
1357.662,0.008283254,0.002034136,0.001125234,0.003976574,9.00E-04,0.00804
1359.591,0.008532295,0.002123387,0.001095235,0.004379341,5.70E-04,0.00817
1361.519,0.009047927,0.002335722,9.22E-04,0.004414947,7.49E-04,0.00842
1363.448,0.009292227,0.002573375,6.48E-04,0.004424818,9.48E-04,0.00859
1365.376,0.009293859,0.00264873,9.69E-04,0.004817179,9.53E-04,0.00939
1367.305,0.009816689,0.002310379,0.001517369,0.004993094,8.62E-04,0.00968
1369.233,0.010338131,0.002111959,0.001743542,0.004885368,7.43E-04,0.00948
1371.161,0.010450103,0.002205752,0.001601695,0.005081575,7.95E-04,0.00968
1373.09,0.010627994,0.002278796,0.001439531,0.005668245,0.001093057,0.0105
1375.019,0.010633074,0.002253709,0.001379097,0.005775201,9.86E-04,0.0104
1376.947,0.010142416,0.002270156,0.001459057,0.005387525,0.001152071,0.0103
1378.875,0.009761738,0.002274862,0.001383033,0.00502886,0.001599443,0.0103
1380.804,0.009284818,0.002340601,0.001225595,0.00463513,0.001707464,0.00991
1382.733,0.009051618,0.002505803,9.06E-04,0.003668235,0.001500509,0.00858
1384.661,0.009122621,0.002354912,8.70E-04,0.003262291,0.001537166,0.00802
1386.589,0.008869083,0.001891177,0.001289337,0.003474751,0.001740113,0.0084
1388.518,0.009074803,0.001867656,0.001385165,0.003758035,0.001573097,0.00858
1390.447,0.009427023,0.002319637,0.001222062,0.003803464,0.001252162,0.0086
1392.375,0.009716885,0.002727247,0.001315187,0.003891495,0.001364035,0.0093
1394.303,0.010508457,0.002919941,0.001544394,0.00400013,0.001630494,0.0101
1396.232,0.011759247,0.002960304,0.00207365,0.004361187,0.001656045,0.0111
1398.161,0.012893218,0.002987262,0.002644987,0.004838766,0.001862184,0.0123
1400.089,0.01356534,0.002875377,0.002651993,0.005505925,0.001938106,0.013
1402.017,0.013462232,0.002891241,0.002307355,0.005860575,0.00179406,0.0129
1403.946,0.012706922,0.003214678,0.002149188,0.005567577,0.001762595,0.0127
1405.875,0.012193172,0.003326156,0.002149911,0.00544559,0.001411979,0.0123
1407.803,0.011795024,0.00308143,0.002001135,0.0052334,0.001380944,0.0117
1409.731,0.011355496,0.00288717,0.00182509,0.004743847,0.001535752,0.011
1411.66,0.011035887,0.003132435,0.001244825,0.004214069,0.001225211,0.00982
1413.589,0.010547157,0.003447805,6.76E-04,0.004305119,9.34E-04,0.00936
1415.517,0.010123039,0.003496726,7.84E-04,0.004567607,0.001263905,0.0101
1417.445,0.009622281,0.003471498,0.001082739,0.004014162,0.001488433,0.0101
1419.374,0.009346951,0.003258738,9.95E-04,0.003567885,0.001519745,0.00934
1421.302,0.009141753,0.003065038,8.42E-04,0.003416942,0.001332539,0.00866
1423.231,0.008673354,0.003272469,9.16E-04,0.003081161,0.001133727,0.0084
1425.159,0.008410845,0.003331526,9.94E-04,0.003039315,8.96E-04,0.00826
1427.088,0.008505044,0.003045464,7.56E-04,0.003123479,8.21E-04,0.00775
1429.016,0.008241952,0.003032867,7.31E-04,0.003091782,0.001017869,0.00787
1430.945,0.007557004,0.00301923,9.18E-04,0.002669814,0.001110373,0.00772
1432.873,0.007179422,0.002892827,7.92E-04,0.002187535,0.001170947,0.00704
1434.802,0.006956215,0.002986712,7.43E-04,0.001891138,9.42E-04,0.00656
1436.73,0.006469379,0.003359844,0.001013955,0.001830775,9.62E-04,0.00717
1438.659,0.006443242,0.003433981,0.001113721,0.001880609,0.001072184,0.0075
1440.587,0.006510818,0.002975642,8.74E-04,0.001698164,0.001041918,0.00659
1442.516,0.006114853,0.002759439,8.81E-04,0.001453218,8.79E-04,0.00597
1444.444,0.00550223,0.002789573,0.001099495,0.00133312,6.85E-04,0.00591
1446.373,0.005483797,0.002650817,9.61E-04,0.001107369,7.33E-04,0.00545
1448.301,0.005172106,0.002502675,7.26E-04,9.21E-04,7.69E-04,0.00492
1450.23,0.00479238,0.002634783,6.16E-04,9.69E-04,5.19E-04,0.00474
1452.158,0.004659387,0.002661047,8.04E-04,0.001071042,1.65E-04,0.0047
1454.087,0.004554547,0.002611565,9.38E-04,9.33E-04,1.23E-04,0.00461
1456.015,0.004609563,0.002410814,7.39E-04,5.70E-04,2.08E-04,0.00393
1457.944,0.004153074,0.002311302,2.75E-04,2.65E-04,4.40E-04,0.00329
1459.872,0.003483027,0.002083664,7.35E-05,4.96E-04,3.44E-05,0.00269
1461.801,0.003209333,0.001570124,1.07E-04,4.77E-04,-7.02E-05,0.00208
1463.729,0.002692145,0.001361189,1.05E-04,9.17E-05,3.05E-04,0.00186
1465.658,0.002045036,0.00135909,8.73E-05,6.39E-05,2.21E-04,0.00173
1467.586,0.001971966,0.001355821,1.42E-04,3.96E-04,2.79E-04,0.00217
1469.515,0.00189602,0.001179716,1.96E-04,5.72E-04,3.02E-04,0.00225
