,Actual Mixture,Fructose,HMF,Levulinic Acid,Formic Acid,Sum
981.6051,0.006219228,0.004517222,0.001326173,3.57E-04,8.72E-05,0.00628768
983.5336,0.00593694,0.003859753,0.001739417,5.88E-04,5.91E-06,0.006193136
985.4621,0.005739122,0.002928737,0.002456277,7.78E-04,3.17E-05,0.0061951
987.3906,0.006189263,0.002281285,0.002944895,7.92E-04,9.42E-05,0.006111944
989.3191,0.006695485,0.001969389,0.00337225,0.000880556,7.14E-05,0.006293604
991.2476,0.006908197,0.00188784,0.003921303,0.001025463,1.44E-04,0.006978618
993.1761,0.006817979,1.87E-03,0.004285165,0.001044259,1.87E-04,0.007390888
995.1046,0.006354991,0.001909695,0.004152914,9.59E-04,1.61E-04,0.007183294
997.0331,0.005859653,0.001931908,0.00372056,8.29E-04,1.97E-04,0.006678228
998.9615,0.005538183,0.001862809,0.003565145,6.55E-04,3.06E-04,0.006388866
1000.89,0.005277315,0.00184965,0.003490245,5.58E-04,-2.84E-05,0.005869693
1002.819,0.005461664,0.002044433,0.003309497,4.29E-04,-1.00E-04,0.005682803
1004.747,0.006103028,0.002435234,0.003414549,4.58E-04,2.76E-05,0.006335152
1006.676,0.006875758,0.002818772,0.003791761,4.29E-04,-1.57E-05,0.00702367
1008.604,0.007796402,0.003304109,0.004254702,3.64E-04,-5.79E-05,0.007864684
1010.533,0.009067661,0.004008812,0.004928726,3.72E-04,7.24E-05,0.009381629
1012.461,0.010523676,0.004532603,0.005489181,3.62E-04,1.40E-04,0.01052351
1014.39,0.011854895,0.004896655,0.006216738,5.08E-04,1.02E-04,0.011723544
1016.318,0.012898879,0.005002548,0.007309825,5.93E-04,9.78E-05,0.013003442
1018.247,0.013970329,0.004942277,0.008304295,5.63E-04,1.55E-04,0.013964396
1020.175,0.015713743,0.005011882,0.009404462,6.51E-04,1.50E-04,0.015217901
1022.104,0.017953972,0.005172223,0.011155812,7.69E-04,1.62E-04,0.01725915
1024.032,0.020345057,0.005307311,0.013117778,8.98E-04,9.96E-05,0.019422873
1025.961,0.022077856,0.005840002,0.014349559,8.44E-04,1.47E-04,0.021180418
1027.889,0.02210326,0.006934414,0.013945095,9.44E-04,2.52E-04,0.022075908
1029.818,0.020357739,0.007967488,0.011647115,1.03E-03,3.22E-05,0.020673797
1031.746,0.017850014,0.008676408,0.008665512,8.34E-04,-1.11E-04,0.018064927
1033.675,0.015781613,0.009281973,0.006395622,6.59E-04,2.85E-05,0.016365286
1035.603,0.014433078,0.009876453,0.00459775,4.88E-04,2.31E-05,0.014985192
1037.531,0.013447792,0.010167834,0.00312108,3.60E-04,-2.03E-04,0.013445297
1039.46,0.013007201,0.010514699,0.002289871,4.78E-04,-2.39E-04,0.013043956
1041.389,0.01271964,0.010923274,0.001747232,3.95E-04,-9.49E-05,0.012970909
1043.317,0.012893895,0.011141604,0.001306943,3.28E-04,3.52E-05,0.012811557
1045.245,0.013376969,0.011698075,0.001074213,3.96E-04,6.79E-05,0.013235912
1047.174,0.014110049,0.01263783,0.000856367,4.28E-04,1.15E-06,0.013923819
1049.103,0.015241968,0.013705004,0.000705645,3.44E-04,1.72E-04,0.014926589
1051.031,0.016780842,0.015115345,0.000718959,3.99E-04,1.27E-04,0.016359985
1052.959,0.018792727,0.016843276,0.000635182,5.55E-04,-1.59E-05,0.018018017
1054.888,0.021046236,0.01881894,0.000583447,6.78E-04,4.15E-05,0.020122163
1056.817,0.023249415,0.020789725,0.000765948,8.60E-04,1.46E-04,0.022560734
1058.745,0.025388869,0.022591916,0.00077608,9.18E-04,7.29E-05,0.024358861
1060.673,0.027139744,0.023905356,0.00094467,9.46E-04,7.82E-05,0.025874027
1062.602,0.028066413,0.024707171,0.001328362,8.11E-04,2.69E-04,0.027115843
1064.531,0.028232262,0.025004226,0.001636934,7.31E-04,3.32E-04,0.027704024
1066.459,0.027732317,0.024390847,0.001865757,7.81E-04,3.92E-04,0.027429951
1068.387,0.026579631,0.022780217,0.001983972,8.45E-04,4.84E-04,0.026093855
1070.316,0.02467714,0.021076082,0.001957863,6.32E-04,4.29E-04,0.024094726
1072.245,0.02256315,0.019365697,0.00184788,4.51E-04,2.98E-04,0.021962991
1074.173,0.020888864,0.017821997,0.001698238,4.88E-04,2.55E-04,0.020263021
1076.101,0.019513098,0.016960308,0.001576712,4.44E-04,1.77E-04,0.019157341
1078.03,0.018672518,0.016775833,0.001199007,3.55E-04,2.31E-04,0.018560697
1079.958,0.018592802,0.017144003,0.000561039,3.08E-04,1.55E-04,0.018167633
1081.887,0.018911361,0.017623798,3.60E-04,1.89E-04,1.15E-05,0.018184544
1083.815,0.018930266,0.017927459,3.60E-04,1.99E-04,4.65E-05,0.018532612
1085.744,0.018376095,0.017712214,2.46E-04,1.57E-04,1.67E-04,0.018281873
1087.672,0.017391599,0.016707864,7.24E-05,4.15E-05,6.27E-05,0.016884393
1089.601,0.015822589,0.015228659,-3.44E-05,1.36E-06,-2.84E-05,0.0151672
1091.529,0.014031373,0.013743359,8.57E-06,-2.50E-06,-1.55E-04,0.013594416
1093.458,0.012449182,0.012557084,4.15E-05,2.57E-05,-1.41E-04,0.012482902
1095.386,0.011535617,0.011731485,2.06E-05,7.65E-05,-4.15E-05,0.011787122
1097.315,0.011277996,0.01124973,-1.81E-05,1.09E-04,-4.08E-05,0.011300186
1099.243,0.0113296,0.01127554,-1.19E-05,2.58E-05,-6.85E-05,0.011220952
1101.172,0.01136962,0.011669855,-1.73E-06,-1.40E-05,-6.88E-05,0.011585376
1103.1,0.011581094,0.011802826,3.09E-05,-5.70E-05,-1.16E-04,0.011660792
1105.029,0.011600283,0.011598991,5.81E-05,-4.54E-05,-1.94E-04,0.011417202
1106.957,0.011009778,0.011074451,6.47E-05,6.39E-05,-1.95E-04,0.011008158
1108.886,0.009836127,0.010168946,-1.10E-05,1.60E-05,-1.71E-04,0.010003258
1110.814,0.008534061,0.009059316,-3.60E-05,3.36E-05,-1.97E-04,0.008860038
1112.743,0.007458011,0.007894901,-9.03E-05,1.06E-04,-2.77E-04,0.007632771
1114.671,0.006564425,0.006911538,-6.87E-05,2.18E-04,-3.01E-04,0.006759793
1116.6,0.005899524,0.00626976,2.56E-05,1.40E-04,-1.67E-04,0.006268827
1118.528,0.005469049,0.005845785,7.38E-05,9.76E-05,-1.52E-04,0.005865118
1120.457,0.005129921,0.005430223,1.22E-05,1.88E-05,-2.02E-04,0.005259104
1122.385,0.004999922,0.00510912,-5.69E-05,-4.82E-05,-1.32E-04,0.004872184
1124.314,0.005016552,0.005098619,7.32E-05,2.41E-06,-9.90E-05,0.005075261
1126.242,0.005044927,0.005212427,8.65E-05,9.98E-05,4.60E-05,0.005444794
1128.171,0.005209818,0.005148833,-6.72E-06,-2.12E-05,2.20E-05,0.005142968
1130.099,0.005275284,0.005028269,-2.86E-05,-1.99E-04,-2.44E-04,0.004555966
1132.028,0.005256548,0.005028737,8.11E-06,-2.03E-04,-1.68E-04,0.004665279
1133.956,0.005430383,0.005270605,-8.08E-05,3.67E-05,-9.66E-05,0.005129859
1135.885,0.005747672,0.005396263,-1.27E-04,1.08E-04,4.95E-05,0.005427031
1137.813,0.006037527,0.005315376,-1.05E-04,-1.94E-06,1.84E-04,0.005392634
1139.742,0.006051996,0.005250595,-7.66E-05,3.53E-05,1.89E-04,0.00539859
1141.67,0.006274151,0.005352645,-1.02E-04,3.55E-04,1.35E-04,0.005739848
1143.599,0.00688776,0.005516254,-1.12E-04,0.00059348,2.39E-04,0.006236475
1145.527,0.007432144,0.005552565,1.31E-05,0.000609743,2.74E-04,0.006449413
1147.456,0.007765883,0.005585785,-7.09E-06,0.000677615,2.23E-04,0.006479222
1149.384,0.008124608,0.005857697,-6.65E-05,0.000787201,2.99E-04,0.006877352
1151.313,0.008766687,0.006118953,-4.60E-05,0.00120165,3.69E-04,0.007643207
1153.241,0.009394391,0.006199534,5.18E-05,0.001441915,4.22E-04,0.008115086
1155.17,0.009835511,0.006269003,8.96E-05,0.001644209,5.65E-04,0.008568124
1157.098,0.010367515,0.006211385,7.05E-05,0.002256697,6.16E-04,0.009154423
1159.027,0.011081944,0.006057315,6.56E-05,0.002790124,0.000633236,0.0095463
1160.955,0.011833709,0.005848931,8.03E-05,0.003440355,0.000789866,0.010159499
1162.884,0.012797028,0.005675607,1.59E-04,0.004367621,0.000892426,0.011094956
1164.812,0.014012362,0.005311157,1.67E-04,0.005701467,0.000945752,0.012125864
1166.741,0.015462052,0.004870667,9.74E-05,0.007322073,0.001079545,0.013369659
1168.669,0.016995886,0.004556385,3.12E-04,0.009025238,0.001166069,0.0150593
1170.598,0.018155745,0.004166379,6.02E-04,0.010378424,0.001370516,0.016517751
1172.526,0.01837839,0.003855717,0.000634797,0.010625798,0.001824833,0.016941144
1174.455,0.017705719,0.003911264,0.000882513,0.009564446,0.002226872,0.016585094
1176.383,0.016521863,0.003989382,0.00118475,0.007887142,0.002447631,0.015508906
1178.312,0.015327303,0.003920895,0.001390987,0.006200824,0.002564086,0.014076791
1180.24,0.014631397,0.003948644,0.001679467,0.004821377,0.002721037,0.013170525
1182.169,0.014479776,0.003978208,0.002116594,0.004008304,0.003144911,0.013248018
1184.097,0.014997071,0.004003142,0.002862476,0.00362968,0.003541752,0.01403705
1186.026,0.01618271,0.003889933,0.003922947,0.003428264,0.003713203,0.014954347
1187.954,0.017516374,0.003649344,0.005229872,0.003351782,0.003972407,0.016203405
1189.883,0.018794194,0.003445538,0.006604979,0.003323508,0.004445936,0.017819962
1191.811,0.019947458,0.003233698,0.007794392,0.003218386,0.004862763,0.019109239
1193.74,0.020501797,0.002943359,0.00825112,0.003048578,0.005090792,0.019333849
1195.668,0.019930272,0.002737064,0.007820563,0.002776441,0.00543549,0.018769558
1197.597,0.018778811,0.002611755,0.006874951,0.002708513,0.005909835,0.018105054
1199.525,0.017811025,0.002318015,0.005883044,0.002777459,0.006333473,0.01731199
1201.454,0.017335015,0.001968653,0.005054482,0.002920617,0.006587472,0.016531224
1203.382,0.017232129,0.001827671,0.004457359,0.003080141,0.006864702,0.016229874
1205.311,0.017106398,0.001768359,0.003901033,0.003345858,0.007078471,0.016093721
1207.239,0.016948263,0.001699413,0.00319561,0.0038337,0.007222584,0.015951308
1209.168,0.016850742,0.001590509,0.002602239,0.004268364,0.007294738,0.015755851
1211.096,0.016713606,0.001571872,0.002132681,0.004697374,0.007352231,0.015754158
1213.025,0.016849095,1.55E-03,0.001572558,0.005182551,0.007386347,0.015696228
1214.953,0.01721051,0.001763874,0.001224723,0.005610914,0.007343264,0.015942775
1216.882,0.017358099,0.002034007,0.001204581,0.005973132,0.007203971,0.016415691
1218.81,0.017349834,0.002005532,0.001218388,0.006305391,0.007159518,0.01668883
1220.739,0.017282273,0.00205732,0.000960431,0.006567988,0.006905104,0.016490843
1222.667,0.017081477,0.002245638,0.00066203,0.006757862,0.006486041,0.016151571
1224.596,0.016702986,0.002428157,0.000666464,0.006804821,0.006232462,0.016131903
1226.524,0.016280011,0.002465182,6.50E-04,0.006594446,0.005940628,0.015650258
1228.453,0.01580801,0.0025417,4.72E-04,0.006203054,0.005563499,0.014780568
1230.381,0.015142094,0.002841413,5.31E-04,0.005780115,0.005207302,0.014360095
1232.31,0.014452694,0.003143499,6.50E-04,0.005511966,0.00479362,0.014099289
1234.238,0.014043518,0.003197599,7.48E-04,0.00533139,0.004351524,0.013628217
1236.167,0.013641057,0.003235548,0.00074636,0.005021527,0.004086315,0.01308975
1238.095,0.013190812,0.003406553,0.000749291,0.004839465,0.00374027,0.012735579
1240.024,0.013128591,0.003508921,0.00086568,0.004997311,0.003343768,0.012715681
1241.952,0.013155525,0.003477854,0.000939938,0.005081394,0.00312149,0.012620675
1243.881,0.013140475,0.003592389,9.17E-04,0.005269439,0.002794056,0.012572824
1245.809,0.013173829,0.00374094,0.000924417,0.005504368,0.002386629,0.012556355
1247.738,0.013171818,0.003746499,0.001063778,0.00566921,0.002059115,0.012538602
1249.666,0.013107143,0.003778882,0.001179336,0.005751184,0.001744193,0.012453595
1251.595,0.012895232,0.003773185,0.001035543,0.005824981,0.001620944,0.012254653
1253.523,0.012559826,0.003757806,0.000998419,0.00576837,0.001633185,0.01215778
1255.452,0.012183306,0.003745279,0.000894629,0.005606968,0.001544138,0.011791013
1257.38,0.01168944,0.003804187,0.000837233,0.005386543,0.001375958,0.011403922
1259.309,0.011273289,0.003904279,0.00097285,0.005252062,1.13E-03,0.011262337
1261.237,0.010881274,0.003841025,0.001020265,0.00494114,9.75E-04,0.010777005
1263.166,0.010396053,0.003717473,0.000966582,0.004638632,7.75E-04,0.010098064
1265.094,0.009865277,0.003559142,0.00106282,0.004445285,6.42E-04,0.009709343
1267.023,0.009452577,0.003279099,1.11E-03,0.004305138,5.54E-04,0.009252177
1268.951,0.009089211,0.003081889,0.001041817,0.004123997,3.94E-04,0.008642067
1270.88,0.00874272,0.002937752,0.001171429,0.003927199,4.47E-04,0.008483141
1272.808,0.008415095,0.002729586,0.00137938,0.003786669,5.52E-04,0.008447198
1274.737,0.008394914,0.002558865,0.001603742,0.003619938,4.35E-04,0.008217405
1276.665,0.008465598,0.002433377,0.001883763,0.003657616,2.66E-04,0.008240803
1278.594,0.008700598,0.002348052,0.002273941,0.003578348,1.35E-04,0.008335599
1280.522,0.009145542,0.002240153,0.002701786,0.003457919,1.50E-04,0.008550249
1282.451,0.009521281,2.22E-03,0.003167806,0.003335432,2.09E-04,0.008931489
1284.379,0.009696246,2.19E-03,0.003646134,0.003271616,2.03E-04,0.009315277
1286.308,0.009775675,2.11E-03,0.003810003,0.003324194,1.50E-04,0.009395236
1288.236,0.009513039,2.18E-03,0.003617537,0.003196812,4.08E-05,0.009036371
1290.165,0.008996058,2.17E-03,0.003231173,0.003099736,4.81E-05,0.008550988
1292.093,0.008361193,2.08E-03,0.002861566,0.00304107,5.45E-05,0.008040388
1294.022,0.00769467,2.02E-03,0.00245227,0.003010202,-1.93E-06,0.007478792
1295.95,0.007108355,2.06E-03,0.002068852,0.003008813,3.11E-05,0.007167553
1297.879,0.006625274,2.15E-03,0.00167058,0.002946103,8.74E-05,0.006849734
1299.807,0.006382863,2.25E-03,0.001450585,0.002793627,1.27E-04,0.006621026
1301.736,0.006394796,2.40E-03,0.001303701,0.002758618,1.17E-04,0.006577384
1303.664,0.006336092,2.36E-03,0.001184408,0.002791833,1.06E-04,0.006444598
1305.593,0.006117196,2.23E-03,1.05E-03,0.002731865,-3.36E-05,0.005977012
1307.521,0.006197274,2.14E-03,9.87E-04,0.002644816,-7.21E-05,0.005696458
1309.45,0.00639351,2.15E-03,0.001054201,0.002587208,-1.05E-05,0.005784063
1311.378,0.006405128,2.36E-03,0.001084252,0.002535666,2.83E-05,0.006011812
1313.307,0.006448452,2.53E-03,0.000969374,0.002546621,8.05E-05,0.006121523
1315.235,0.006606851,2.56E-03,0.000943173,0.002529858,2.13E-04,0.006249808
1317.164,0.00674874,2.52E-03,0.000925954,0.002558266,2.83E-04,0.006287603
1319.092,0.006800237,2.62E-03,0.000959398,0.002646296,2.51E-04,0.006477976
1321.021,0.006999076,2.73E-03,0.001000482,0.002659083,1.98E-04,0.006587826
1322.949,0.007111566,2.75E-03,0.001129429,0.002678027,1.71E-04,0.006726909
1324.878,0.007199696,2.80E-03,0.001237596,0.002674491,2.29E-04,0.006937382
1326.806,0.007517821,2.97E-03,0.001201749,0.002779762,2.00E-04,0.007156094
1328.735,0.007894118,3.20E-03,0.001188061,0.002903956,2.92E-04,0.007588293
1330.663,0.008358949,3.32E-03,0.001307646,0.002988271,3.85E-04,0.00799838
1332.592,0.008965749,3.44E-03,0.001492922,0.003080039,3.68E-04,0.008376541
1334.52,0.009600413,3.53E-03,0.001737309,0.003186124,4.54E-04,0.00891158
1336.449,0.010351282,3.73E-03,0.00197077,0.003269786,5.47E-04,0.009513099
1338.377,0.011191217,3.91E-03,0.002218452,0.003441638,5.53E-04,0.010126003
1340.306,0.011803016,4.03E-03,0.002454829,0.003721685,6.31E-04,0.01083459
1342.234,0.01202444,4.12E-03,0.002462115,0.003905453,8.57E-04,0.011348331
1344.163,0.01206965,4.27E-03,0.002322241,0.004108745,9.15E-04,0.01161293
1346.091,0.011997484,4.32E-03,0.002200139,0.004271033,8.14E-04,0.01160608
1348.02,0.012061083,4.20E-03,0.002148454,0.00446157,7.78E-04,0.011591032
1349.948,0.012256988,3.95E-03,0.0022026,0.004805933,9.05E-04,0.01186
1351.877,0.012702957,3.61E-03,0.002297482,0.005068342,1.01E-03,0.011990875
1353.805,0.013215271,3.55E-03,0.002386551,0.005442783,1.08E-03,0.012458003
1355.734,0.01360962,3.56E-03,0.002628746,0.005865104,1.13E-03,0.013188502
1357.662,0.014000185,3.44E-03,0.002879244,0.006156271,0.001189878,0.013666369
1359.591,0.014453214,3.35E-03,0.002775203,0.006582543,0.001230062,0.013934693
1361.519,0.014743239,3.31E-03,0.002750783,0.007030401,0.001294037,0.014381472
1363.448,0.015079058,3.35E-03,0.002933461,0.007373031,0.001346091,0.015000096
1365.376,0.015635612,3.32E-03,0.003099408,0.00751539,0.001465526,0.015401544
1367.305,0.016225141,3.18E-03,0.003240535,0.00762674,0.001526257,0.015575156
1369.233,0.016781336,3.14E-03,0.003442654,0.007829276,0.001544606,0.015957917
1371.161,0.0173936,3.23E-03,0.003472341,0.008191299,0.001698768,0.016592407
1373.09,0.01761819,3.25E-03,0.003280139,0.008400222,0.001794246,0.01672768
1375.019,0.017298079,3.27E-03,0.00291796,0.00840947,0.002044198,0.016642561
1376.947,0.016653363,3.28E-03,0.0024406,0.008229256,0.002379048,0.016332183
1378.875,0.015834818,3.31E-03,0.002020873,0.007668338,0.002445393,0.015448505
1380.804,0.015173177,3.23E-03,0.001862005,0.006827359,0.002472353,0.014387859
1382.733,0.014547936,3.16E-03,0.001933041,0.006169498,0.002574763,0.013834345
1384.661,0.01423473,3.29E-03,0.002004165,0.00572361,0.002654239,0.013674746
1386.589,0.014198435,3.40E-03,0.002077498,0.005531588,0.002635533,0.013640722
1388.518,0.014532874,3.47E-03,0.002159761,0.005571434,0.002732314,0.013931757
1390.447,0.015292353,3.60E-03,0.002308239,0.005611351,0.00284464,0.014361333
1392.375,0.016309758,3.67E-03,0.002734515,0.005915953,0.002936234,0.015252427
1394.303,0.017607332,3.80E-03,0.003394291,0.006412823,0.003010004,0.016616728
1396.232,0.019136091,4.04E-03,0.00408801,0.006944161,0.003166952,0.01823462
1398.161,0.020576331,4.19E-03,0.004718738,0.00754886,0.003334627,0.019795751
1400.089,0.021488225,4.27E-03,0.005021561,0.008283721,0.003289038,0.020861
1402.017,0.021625549,4.36E-03,0.004874374,0.008811025,0.003065074,0.021107763
1403.946,0.021135039,4.47E-03,0.004438801,0.008693534,0.002825874,0.020426664
1405.875,0.020273398,4.62E-03,0.003910389,0.008172537,0.002691357,0.019389712
1407.803,0.019305602,4.74E-03,0.003493537,0.00769349,0.002590352,0.018515187
1409.731,0.018515787,4.69E-03,0.003119841,0.007294233,0.002594566,0.017699682
1411.66,0.017724806,4.68E-03,0.002744955,0.006869793,0.002573252,0.016872635
1413.589,0.016977375,4.93E-03,0.002412298,0.006491914,0.002448027,0.016280061
1415.517,0.01627061,4.94E-03,0.002212481,0.006226657,0.002323977,0.015706715
1417.445,0.015668994,4.79E-03,0.00206136,0.006009693,0.002283525,0.015144086
1419.374,0.015340683,4.84E-03,0.001961756,0.00561428,0.002286466,0.014706205
1421.302,0.014929758,4.95E-03,0.001912596,0.005256329,0.002239189,0.01436143
1423.231,0.014343547,4.93E-03,0.001765712,0.004995531,0.002202629,0.013897799
1425.159,0.013865651,4.81E-03,0.001694187,0.004690833,0.002100105,0.013293432
1427.088,0.013433881,4.73E-03,0.00179596,0.004356874,0.001854064,0.012738049
1429.016,0.012932275,4.66E-03,0.001838696,0.003943219,0.001737047,0.012175618
1430.945,0.012542124,4.63E-03,0.001901733,0.003596862,0.001740289,0.01186937
1432.873,0.012176869,4.54E-03,0.001937762,0.003339353,0.001737543,0.011559417
1434.802,0.011624168,4.36E-03,0.002003725,0.003155584,0.001706078,0.011229619
1436.73,0.011066242,4.30E-03,0.002043955,0.003002925,0.001589037,0.010937478
1438.659,0.010637102,4.26E-03,0.00199579,0.002722713,0.001497594,0.010474048
1440.587,0.010239976,4.27E-03,0.001969222,0.002337565,0.001373561,0.009951118
1442.516,0.009762708,4.14E-03,0.001873126,0.002036749,0.001242587,0.009291017
1444.444,0.00935925,3.93E-03,0.001715486,0.001836875,0.001181205,0.008664427
1446.373,0.009014625,3.81E-03,0.001637194,0.001769807,0.001066282,0.008286321
1448.301,0.008676761,3.75E-03,0.00171126,0.00160551,0.000917714,0.007988292
1450.23,0.008310177,3.82E-03,0.001739776,0.001282167,0.000794355,0.007632534
1452.158,0.008080982,3.96E-03,0.001756782,0.001001718,0.000789353,0.007506172
1454.087,0.007906097,4.03E-03,0.001719307,0.000964623,0.000731242,0.007441495
1456.015,0.007708433,4.13E-03,0.001674579,0.000881978,7.26E-04,0.007409982
1457.944,0.007244036,3.95E-03,0.00151681,7.38E-04,7.52E-04,0.00695947
1459.872,0.00667365,3.50E-03,0.001349481,6.20E-04,6.01E-04,0.00607148
