,Actual Mixture,Fructose,HMF,Levulinic Acid,Formic Acid,Sum
993.1761,0.007737607,9.43E-04,0.005007063,0.001339044,1.38E-04,0.0084481
995.1046,0.00728975,0.001113373,0.00477676,9.69E-04,8.20E-05,0.007670751
997.0331,0.006649424,0.001404609,0.004261105,7.64E-04,2.47E-05,0.006718392
998.9615,0.006101775,0.00125992,0.003846287,7.17E-04,1.41E-04,0.00648757
1000.89,0.006059209,0.001587782,0.003819351,5.48E-04,2.41E-04,0.006629101
1002.819,0.00624259,0.002074028,0.003971762,3.63E-04,1.57E-04,0.006750168
1004.747,0.006679856,0.001850602,0.004113044,3.87E-04,1.10E-04,0.007266355
1006.676,0.007363517,0.001835454,0.004361962,4.43E-04,1.81E-04,0.008213815
1008.604,0.008476493,0.002162571,0.004933245,4.41E-04,2.08E-04,0.009359236
1010.533,0.009887434,0.002469281,0.005730673,3.78E-04,2.06E-04,0.010683961
1012.461,0.01160524,0.002806956,0.006516538,3.64E-04,8.52E-05,0.012049161
1014.39,0.013277981,0.003417049,0.007240008,4.74E-04,1.00E-04,0.013264698
1016.318,0.014478677,0.003612098,0.008283629,6.27E-04,1.91E-04,0.014588128
1018.247,0.015721078,0.003071789,0.009550212,5.84E-04,2.40E-04,0.015874407
1020.175,0.017730164,0.002888221,0.01099667,7.28E-04,1.23E-04,0.017251243
1022.104,0.020263745,0.003176095,0.012696194,8.67E-04,2.07E-04,0.019293937
1024.032,0.022832941,0.003450999,0.014575023,9.60E-04,-2.60E-05,0.021493646
1025.961,0.024818712,0.003353373,0.016113547,8.75E-04,-2.59E-04,0.023485795
1027.889,0.025018758,0.003826857,0.015791835,7.89E-04,-1.08E-04,0.024221091
1029.818,0.022905499,0.004596512,0.013383369,7.90E-04,1.40E-04,0.023130584
1031.746,0.020102615,0.005118209,0.010137987,6.26E-04,2.23E-04,0.020759858
1033.675,0.017836326,0.005846963,0.007278922,4.85E-04,3.59E-05,0.018080467
1035.603,0.016225172,0.006504497,0.005384158,4.35E-04,-2.26E-04,0.016439723
1037.531,0.015232187,0.006667421,0.004153322,1.93E-04,-2.51E-04,0.01561165
1039.46,0.014824449,0.006630564,0.003173717,1.86E-04,-2.15E-04,0.015060774
1041.389,0.01460976,0.006821893,0.00255781,2.98E-04,-1.81E-04,0.014746469
1043.317,0.014700046,0.006907818,0.002332474,1.75E-04,-6.94E-05,0.015035799
1045.245,0.015274441,0.007056463,0.001933357,9.80E-05,-1.20E-04,0.01528779
1047.174,0.016057353,0.007826469,0.001566662,2.20E-04,-2.52E-04,0.015908681
1049.103,0.017333574,0.008633634,0.001492889,2.14E-04,-1.62E-04,0.017132676
1051.031,0.01939633,0.00978252,0.00156522,1.72E-04,-1.19E-04,0.018792938
1052.959,0.021774235,0.011310225,0.001443629,3.58E-04,-1.11E-04,0.020776682
1054.888,0.024141847,0.01233881,0.001444514,6.54E-04,-1.11E-04,0.023232827
1056.817,0.026521928,0.013246816,0.001581858,6.62E-04,-9.18E-05,0.025730575
1058.745,0.028844384,0.014411371,0.001563904,5.54E-04,6.55E-05,0.027989854
1060.673,0.030700719,0.015285217,0.001646205,5.79E-04,2.32E-04,0.029911154
1062.602,0.031691041,0.015794352,0.002059354,7.23E-04,4.22E-04,0.031434611
1064.531,0.031911192,0.015859218,0.002428668,8.72E-04,5.19E-04,0.032051194
1066.459,0.031307768,0.015464223,0.002503926,9.03E-04,3.47E-04,0.031280433
1068.387,0.029728703,0.014735208,0.002503915,8.62E-04,2.13E-04,0.029775172
1070.316,0.027611315,0.013543774,0.002600061,6.80E-04,2.80E-04,0.027620345
1072.245,0.025021716,0.01185078,0.002482901,5.54E-04,4.46E-04,0.025439871
1074.173,0.022963152,0.010902435,0.002388372,5.01E-04,3.88E-04,0.023598565
1076.101,0.021874367,0.01037127,0.002093931,4.28E-04,3.45E-04,0.021973321
1078.03,0.021181499,0.010164316,0.001532231,3.51E-04,3.34E-04,0.021045688
1079.958,0.020925504,0.010438411,0.00114646,2.64E-04,3.13E-04,0.021077238
1081.887,0.020928146,0.010704627,8.54E-04,1.82E-04,3.09E-04,0.021284803
1083.815,0.020767811,0.010713552,6.66E-04,1.87E-04,1.86E-04,0.021419222
1085.744,0.020260243,0.010837407,5.19E-04,2.67E-04,5.83E-05,0.02104414
1087.672,0.019172498,0.010609633,2.80E-04,1.37E-04,2.81E-05,0.019614901
1089.601,0.01749443,0.009900938,1.57E-04,8.72E-05,1.15E-04,0.017739396
1091.529,0.015379995,0.008523893,1.29E-04,1.41E-04,2.07E-04,0.016027373
1093.458,0.013607856,0.007260079,7.46E-05,6.58E-05,1.43E-04,0.014243578
1095.386,0.012618392,0.006680644,-2.91E-05,1.17E-05,7.91E-05,0.013051614
1097.315,0.012207393,0.006644668,-1.23E-04,1.22E-04,1.04E-04,0.012912995
1099.243,0.011996559,0.006934635,3.41E-06,9.07E-05,1.31E-04,0.013265324
1101.172,0.01212687,0.006864441,7.73E-05,-6.90E-05,1.21E-04,0.013419449
1103.1,0.012442056,0.006695446,4.95E-05,-2.02E-04,6.77E-05,0.013174908
1105.029,0.012440877,0.006880652,4.63E-05,-1.50E-04,-2.05E-04,0.012571221
1106.957,0.011769993,0.006758507,9.06E-05,-9.16E-05,-2.03E-04,0.012025812
1108.886,0.010686054,0.006395773,6.54E-05,9.15E-05,1.59E-04,0.011825834
1110.814,0.0095521,0.006029819,-7.80E-05,2.60E-04,2.19E-04,0.010811079
1112.743,0.008237691,0.005118973,-1.56E-04,1.19E-04,1.03E-04,0.008995247
1114.671,0.006997647,0.00437405,-5.71E-06,-9.08E-05,1.18E-04,0.007861547
1116.6,0.006284488,0.004022,1.37E-04,-1.45E-04,2.14E-04,0.007406034
1118.528,0.005999154,0.003612733,5.86E-05,5.52E-05,2.47E-04,0.006840652
1120.457,0.005853435,0.003333432,-2.12E-05,2.23E-04,2.48E-04,0.006409998
1122.385,0.005502061,0.003470964,6.24E-05,2.30E-04,2.81E-04,0.006293564
1124.314,0.005314532,0.003380648,1.51E-05,2.13E-04,1.87E-04,0.006075257
1126.242,0.005307148,0.003501668,2.36E-05,2.54E-04,1.63E-04,0.006180232
1128.171,0.005437029,0.003691574,-2.08E-05,1.95E-04,2.50E-04,0.006154076
1130.099,0.005574335,0.003370502,-1.24E-04,2.26E-04,3.32E-04,0.006104432
1132.028,0.005693536,0.003249968,-5.74E-05,4.52E-04,5.11E-04,0.006585438
1133.956,0.006023242,0.003315503,1.31E-04,5.56E-04,4.68E-04,0.006866213
1135.885,0.006249623,0.003701457,2.93E-04,4.75E-04,4.11E-04,0.006899059
1137.813,0.006490879,0.004028205,3.64E-04,5.71E-04,5.08E-04,0.007352698
1139.742,0.00679825,0.003660994,2.98E-04,6.77E-04,4.74E-04,0.0074583
1141.67,0.007112276,0.003755517,2.17E-04,8.13E-04,4.24E-04,0.007443456
1143.599,0.007491367,0.004072428,1.14E-04,0.001096145,5.35E-04,0.0079593
1145.527,0.007922713,0.003712624,3.62E-05,0.001277664,6.71E-04,0.008467212
1147.456,0.008427694,0.003363146,5.73E-05,0.00135287,6.86E-04,0.008553312
1149.384,0.00891148,0.003603546,1.17E-04,0.001533254,7.41E-04,0.009117414
1151.313,0.009702531,0.003717587,2.35E-04,0.001846318,8.54E-04,0.00985946
1153.241,0.010422997,0.00383408,3.67E-04,0.002311835,9.52E-04,0.010639
1155.17,0.011068968,0.004068606,2.60E-04,0.00276736,9.19E-04,0.011208455
1157.098,0.011837234,0.004007887,2.91E-04,0.00321773,8.98E-04,0.011758434
1159.027,0.012471775,0.003818162,4.27E-04,0.003760247,0.00107,0.012367422
1160.955,0.013296841,0.004094498,6.53E-04,0.004683129,0.00126,0.013362717
1162.884,0.014392152,0.004107376,6.97E-04,0.005835641,0.00137,0.014336538
1164.812,0.015780878,0.0034106,5.50E-04,0.00716411,0.00149,0.015239758
1166.741,0.017514289,0.003163562,5.10E-04,0.008913551,0.00167,0.016609572
1168.669,0.019299755,0.002837051,6.77E-04,0.010789334,0.00181,0.018246616
1170.598,0.020575336,0.002403045,9.92E-04,0.012220416,0.00203,0.019822462
1172.526,0.020832962,0.002355454,0.001164814,0.012472773,0.0023,0.02031
1174.455,0.020097743,0.002340726,0.001277199,0.011550374,0.00244,0.01973
1176.383,0.018661589,0.002266862,0.001582281,0.009816412,0.00263,0.01847
1178.312,0.01724132,0.002348193,0.001869703,0.007863744,0.00289,0.01692
1180.24,0.016485086,0.002524757,0.002193046,0.006265497,0.00316,0.016
1182.169,0.016589637,0.002840557,0.002823184,0.00513889,0.00342,0.01582
1184.097,0.017208812,0.003083416,0.003674664,0.00460055,0.00394,0.01668
1186.026,0.018372284,0.00297887,0.004676303,0.004366135,0.00448,0.01793
1187.954,0.019902839,0.002762288,0.006045219,0.004227863,0.00489,0.01944
1189.883,0.021502971,0.00212831,0.007555741,0.00425784,0.00532,0.02124
1191.811,0.022722606,0.001876277,0.008781026,0.004278441,0.0056,0.02247
1193.74,0.023099228,0.002261902,0.00935397,0.004057672,0.00596,0.02276
1195.668,0.022516673,0.002059332,0.008913557,0.003760789,0.00635,0.022
1197.597,0.021123465,0.00148611,0.007743739,0.003536626,0.0067,0.02079
1199.525,0.01999757,0.001536705,0.006580307,0.003430552,0.00715,0.01974
1201.454,0.019613462,0.00163569,0.005741578,0.00355019,0.00759,0.01914
1203.382,0.019435067,0.001241473,0.005163119,0.003834788,0.00775,0.01884
1205.311,0.019140589,0.001201142,0.004531563,0.004296949,0.00792,0.01884
1207.239,0.018987624,0.001622214,0.003833844,0.004756833,0.0081,0.0188
1209.168,0.019016216,0.001440883,0.003023385,0.005226248,0.00825,0.0185
1211.096,0.019016651,0.001067393,0.002334902,0.005698599,0.00845,0.01832
1213.025,0.019174313,9.59E-04,0.0019384,0.006131824,0.00861,0.01866
1214.953,0.019493128,0.001113733,0.001758813,0.006696986,0.00854,0.01911
1216.882,0.01956563,0.001088142,0.001599326,0.007200198,0.00834,0.01923
1218.81,0.019570905,0.001289836,0.001540254,0.007673347,0.00813,0.01953
1220.739,0.019521637,0.001751307,0.001488486,0.007961245,0.00796,0.01984
1222.667,0.019174662,0.001766265,0.001229192,0.007913713,0.00766,0.01931
1224.596,0.018782814,0.001643044,0.001036963,0.007815994,0.00725,0.01867
1226.524,0.018315929,0.00190058,9.32E-04,0.007716372,0.00676,0.018231597
1228.453,0.017711661,0.001822607,8.36E-04,0.007412429,0.00645,0.017685571
1230.381,0.017083496,0.001678058,8.02E-04,0.007037685,0.00608,0.01695218
1232.31,0.016406338,0.001845657,8.72E-04,0.006751268,0.00557,0.016372251
1234.238,0.015822923,0.001571791,9.79E-04,0.006562744,0.0051,0.016048725
1236.167,0.015226305,0.001422236,0.001004406,0.006352294,0.00471,0.01565
1238.095,0.01475937,0.001798719,0.001034313,0.006133885,0.0043,0.01516
1240.024,0.014654642,0.002137585,0.001191048,0.005986833,0.00379,0.01479
1241.952,0.014580677,0.002265894,0.001134732,0.006014633,0.00336,0.01451
1243.881,0.014489619,0.002251037,9.66E-04,0.006385369,0.00308,0.014556404
1245.809,0.014504524,0.001952675,0.001006721,0.006599475,0.0027,0.01443
1247.738,0.014520136,0.002146441,0.001158152,0.006731789,0.00241,0.01455
1249.666,0.014508131,0.00256535,0.001278939,0.006913638,0.00225,0.01477
1251.595,0.014299613,0.00249619,0.001297943,0.007129267,0.00201,0.01472
1253.523,0.013833088,0.002379678,0.001141134,0.007117684,0.00173,0.01413
1255.452,0.01330974,0.002702665,0.001106856,0.006921131,0.00152,0.01368
1257.38,0.012780715,0.002893334,0.001136036,0.006647003,0.00124,0.01328
1259.309,0.012215677,0.002693038,0.001045693,0.006364157,9.85E-04,0.012585309
1261.237,0.011789172,0.002311714,0.00104183,0.005996733,9.32E-04,0.012061588
1263.166,0.011260654,0.002432181,0.001096561,0.005661548,9.43E-04,0.011772981
1265.094,0.010815399,0.002486808,0.001009154,0.00542763,8.16E-04,0.011245909
1267.023,0.010392701,0.002331269,9.93E-04,0.005241583,6.88E-04,0.010610928
1268.951,0.009931326,0.002049026,0.001082909,0.005029888,6.04E-04,0.010044473
1270.88,0.009619978,0.002017946,0.001210495,0.004931008,5.38E-04,0.009878489
1272.808,0.009374513,0.002149033,0.001510073,0.004776864,4.14E-04,0.009654398
1274.737,0.009288775,0.001985368,0.001837286,0.004663791,3.37E-04,0.009496736
1276.665,0.0095242,0.001838358,0.002146064,0.004573972,2.90E-04,0.009609548
1278.594,0.009868802,0.001694282,0.002565554,0.004440886,2.57E-04,0.009827129
1280.522,0.010138817,0.001341735,0.003123653,0.004310249,2.58E-04,0.010148395
1282.451,0.010472619,1.09E-03,0.003662786,0.004150173,2.76E-04,0.01048579
1284.379,0.010740874,1.40E-03,0.004021389,0.004059308,2.32E-04,0.010811934
1286.308,0.010689476,1.61E-03,0.004153812,0.004062817,4.70E-05,0.010756973
1288.236,0.010446841,1.43E-03,0.004059783,0.003992092,5.28E-05,0.01049276
1290.165,0.009931693,1.18E-03,0.0038044,0.003839201,6.80E-05,0.010108019
1292.093,0.009270668,9.54E-04,0.003258924,0.003667732,4.01E-05,0.009410103
1294.022,0.00859464,7.77E-04,0.002582642,0.003629474,4.66E-05,0.008626622
1295.95,0.008045085,1.10E-03,0.001982558,0.00354091,1.19E-04,0.007969483
1297.879,0.007662707,1.62E-03,0.00147924,0.003330307,9.50E-05,0.007405022
1299.807,0.007374192,1.58E-03,0.001275344,0.003256022,-2.00E-05,0.007109999
1301.736,0.007098384,1.52E-03,0.00129488,0.003312716,-4.79E-05,0.007112124
1303.664,0.006883229,1.57E-03,0.001177355,0.003290208,-7.38E-07,0.007029262
1305.593,0.006730321,1.56E-03,9.79E-04,0.00328762,6.20E-05,0.006911169
1307.521,0.006739346,1.54E-03,9.95E-04,0.003277725,1.66E-04,0.00702184
1309.45,0.006865087,1.69E-03,0.001061755,0.003144736,1.13E-04,0.00696253
1311.378,0.007010313,2.06E-03,0.001043155,0.003112173,3.35E-05,0.007023492
1313.307,0.007132404,2.10E-03,0.001030744,0.003143135,7.26E-05,0.007092577
1315.235,0.0072564,1.94E-03,0.001045844,0.003172493,5.89E-05,0.007138877
1317.164,0.007512271,2.01E-03,0.001132145,0.003075154,9.78E-05,0.007237804
1319.092,0.007633447,2.06E-03,0.001168678,0.003004233,1.57E-05,0.007235684
1321.021,0.007777798,1.92E-03,0.001161288,0.003036687,5.39E-06,0.007375389
1322.949,0.007979184,1.94E-03,0.001159853,0.003131081,9.46E-05,0.007604626
1324.878,0.008233365,2.17E-03,0.001184043,0.003156107,2.24E-04,0.007784108
1326.806,0.008434301,2.16E-03,0.001226569,0.003177827,2.61E-04,0.008061347
1328.735,0.008754682,2.25E-03,0.001255753,0.003334484,2.75E-04,0.008454718
1330.663,0.009406668,2.15E-03,0.001381174,0.003506734,2.68E-04,0.008847737
1332.592,0.010068639,2.02E-03,0.001567844,0.003679852,3.29E-04,0.009439155
1334.52,0.010741185,2.15E-03,0.001785314,0.003856301,4.14E-04,0.010073789
1336.449,0.011565896,2.46E-03,0.00218763,0.004129204,4.82E-04,0.01111171
1338.377,0.012456772,2.85E-03,0.002640059,0.004368498,5.35E-04,0.012104867
1340.306,0.013034753,2.96E-03,0.00290797,0.004557683,6.11E-04,0.012771454
1342.234,0.013279999,3.21E-03,0.002869207,0.00469836,6.46E-04,0.012886089
1344.163,0.01343901,3.21E-03,0.00263853,0.004793774,7.05E-04,0.012894688
1346.091,0.013509316,2.96E-03,0.002379713,0.004952525,8.96E-04,0.013085942
1348.02,0.013600077,2.92E-03,0.002257632,0.005223286,9.81E-04,0.013280775
1349.948,0.013847093,3.13E-03,0.00225152,0.005554967,9.70E-04,0.013319579
1351.877,0.014340994,2.97E-03,0.002369913,0.005899505,9.87E-04,0.013536889
1353.805,0.01484727,2.65E-03,0.002450024,0.006370238,9.52E-04,0.013901554
1355.734,0.015285381,2.28E-03,0.002417246,0.00695756,9.35E-04,0.014325302
1357.662,0.015698557,2.03E-03,0.002484916,0.007460575,0.00111,0.01496
1359.591,0.016163168,2.12E-03,0.00260514,0.007840222,0.00126,0.01565
1361.519,0.016700184,2.34E-03,0.002570446,0.008298828,0.00129,0.016
1363.448,0.017139775,2.57E-03,0.00253282,0.008482091,0.00129,0.01608
1365.376,0.017699731,2.65E-03,0.002871794,0.00858479,0.00141,0.01656
1367.305,0.018476342,2.31E-03,0.003480893,0.008957807,0.00167,0.01775
1369.233,0.019271078,2.11E-03,0.003809655,0.009424029,0.00187,0.0188
1371.161,0.019778493,2.21E-03,0.003697311,0.009742339,0.00185,0.01903
1373.09,0.019880355,2.28E-03,0.003320023,0.009944854,0.00187,0.01887
1375.019,0.019475236,2.25E-03,0.002817735,0.009887273,0.0022,0.01863
1376.947,0.018762992,2.27E-03,0.002461605,0.009433909,0.00261,0.01813
1378.875,0.017916407,2.27E-03,0.002246037,0.008756802,0.00267,0.01721
1380.804,0.017041999,2.34E-03,0.002035714,0.00791573,0.00275,0.01615
1382.733,0.01642197,2.51E-03,0.001951003,0.00714559,0.00298,0.01554
1384.661,0.016041936,2.35E-03,0.00199053,0.006557079,0.00309,0.01523
1386.589,0.016072831,1.89E-03,0.002085804,0.00621435,0.0032,0.01528
1388.518,0.016521543,1.87E-03,0.002346642,0.006263814,0.00326,0.01578
1390.447,0.017242124,2.32E-03,0.002693635,0.006516388,0.00329,0.01644
1392.375,0.01831978,2.73E-03,0.003149681,0.006784817,0.00336,0.01736
1394.303,0.019838735,2.92E-03,0.003786012,0.00729721,0.00341,0.01883
1396.232,0.021657827,2.96E-03,0.004555566,0.008005566,0.00354,0.02068
1398.161,0.023371858,2.99E-03,0.005312474,0.008762467,0.00361,0.02242
1400.089,0.024320213,2.88E-03,0.005566634,0.009442803,0.00354,0.02341
1402.017,0.024307429,2.89E-03,0.005281028,0.009872573,0.00346,0.02372
1403.946,0.02363338,3.21E-03,0.004747808,0.009853793,0.00348,0.02325
1405.875,0.022576092,3.33E-03,0.004230993,0.009384109,0.0033,0.02218
1407.803,0.021387157,3.08E-03,0.003805765,0.008839299,0.00295,0.02101
1409.731,0.020446373,2.89E-03,0.003484567,0.008298023,0.00273,0.01997
1411.66,0.019611634,3.13E-03,0.003250651,0.007797716,0.00263,0.01917
1413.589,0.018818036,3.45E-03,0.002974266,0.007500648,0.0026,0.01866
1415.517,0.018159191,3.50E-03,0.002695286,0.007296466,0.00256,0.0181
1417.445,0.017557287,3.47E-03,0.002389529,0.006968908,0.0025,0.01744
1419.374,0.017062168,3.26E-03,0.002268265,0.006573184,0.00238,0.01685
1421.302,0.016591644,3.07E-03,0.002208191,0.00610334,0.0025,0.01642
1423.231,0.016038495,3.27E-03,0.002166968,0.00570532,0.00256,0.01603
1425.159,0.015465551,3.33E-03,0.002201675,0.005379583,0.00228,0.01538
1427.088,0.015007762,3.05E-03,0.00221274,0.004913491,0.00207,0.01457
1429.016,0.014529678,3.03E-03,0.002122567,0.004561208,0.00204,0.01397
1430.945,0.013963539,3.02E-03,0.002041248,0.004314812,0.00198,0.01339
1432.873,0.013376235,2.89E-03,0.002083012,0.004074069,0.00187,0.01301
1434.802,0.012895316,2.99E-03,0.002263004,0.003793747,0.00179,0.01281
1436.73,0.012425972,3.36E-03,0.002213638,0.003529378,0.00164,0.01232
1438.659,0.011895533,3.43E-03,0.002135437,0.00324653,0.00153,0.01177
1440.587,0.011248769,2.98E-03,0.002172842,0.002960543,0.00149,0.0113
1442.516,0.01067294,2.76E-03,0.002096782,0.002653271,0.00139,0.01069
1444.444,0.010230226,2.79E-03,0.001987804,0.002313717,0.00127,0.01003
1446.373,0.009713547,2.65E-03,0.002005431,0.00203569,0.00117,0.00959
1448.301,0.009309853,2.50E-03,0.00202629,0.001802429,0.00118,0.00932
1450.23,0.009124924,2.63E-03,0.001968456,0.001629731,0.00115,0.00913
1452.158,0.00902542,2.66E-03,0.001808436,0.001487786,0.00108,0.00884
1454.087,0.00890798,2.61E-03,0.001875202,0.001313003,0.00103,0.00878
1456.015,0.008552256,2.41E-03,0.001804961,0.001127986,9.42E-04,0.008402324
1457.944,0.007949243,2.31E-03,0.001605576,9.68E-04,7.80E-04,0.007777409
1459.872,0.007284203,2.08E-03,0.001475255,8.28E-04,6.71E-04,0.007179058
1461.801,0.006558979,1.57E-03,0.001238226,7.18E-04,6.29E-04,0.00632704
1463.729,0.005628519,1.36E-03,0.001161172,6.20E-04,6.05E-04,0.005544825
1465.658,0.004817457,1.36E-03,0.001135224,5.41E-04,5.50E-04,0.00493149
1467.586,0.004275655,1.36E-03,9.87E-04,5.09E-04,5.12E-04,0.004418404
1469.515,0.003861918,1.18E-03,8.98E-04,3.79E-04,4.36E-04,0.00383316
1471.443,0.003296944,8.87E-04,7.26E-04,3.06E-04,3.22E-04,0.003093647
