Time,Formic_Acid,Fructose,HMF,Levulinic_Acid,Formic_Acid_errors,Fructose_errors,HMF_errors,Levulinic_Acid_errors
4.0,0.4060650532641565,0.12773474741732976,0.20086212155551744,0.3290273971906242,0.011026062053534479,0.006477552026818904,0.004880492511816454,0.006920953516978395
