Frequency,Mixed_Spectra,Formic_Acid,Fructose,HMF,Levulinic_Acid
850.0,-5.97e-05,-2.816995302822362e-05,1.3981245619093438e-05,0.0,0.00024225542832256565
852.0,-0.00013544089188488405,-0.00022939962263160958,-0.00010075399504954722,7.965652541830047e-05,7.917838492568381e-05
854.0,-0.00022820176302826048,-0.00016786722187349853,-0.00031733123291097194,0.00026956594935118624,-7.501088774192571e-05
856.0,0.0001488800622245313,0.0001636467008587283,-9.05208977829451e-05,0.00023524699060315028,-0.00011898241363082045
858.0,0.00038376188747731737,0.0001803052014303659,5.318627976431158e-05,1.7799825657415723e-06,-7.105329500872895e-05
860.0,0.000308636608763285,-0.00012873769058290824,-2.5736257464334234e-05,-5.014244049691904e-05,-4.021813356745037e-05
862.0,0.00028339719989629294,-6.446191990391001e-05,0.0003914616942023588,9.130878873587937e-05,-4.025000837851732e-05
864.0,0.00021825585688359114,4.771676197178669e-05,0.0007775639398238459,0.000327005740499081,1.307003876676264e-05
866.0,5.7685626134302e-05,7.80443082652108e-05,0.0006876605150907539,0.0003741141834894086,3.642950679211628e-05
868.0,1.1382240082965504e-05,5.6511510894490424e-05,0.0005195435690684438,8.645593348276514e-05,0.00011229180582711078
870.0,0.000229,-0.00011342583337344194,0.0005214581451566353,-5.760124731447226e-05,0.00015620246024361054
872.0,0.0002086413793103432,-0.0003187620480976805,0.0005268125593165704,-7.106363441919652e-05,5.670807170237977e-06
874.0,0.00010403485092040425,-0.0002790083918394869,0.0004313998969870506,-0.00023292482120802993,5.746877723882e-05
876.0,0.0001374531528728524,-0.0001270822268898492,0.0003202719127257243,-0.0002900785818199937,5.590016717829358e-05
878.0,0.0002677232189152753,-1.5487793928779892e-05,0.00013216948985586097,-0.0002187845017763082,-3.6477184770540885e-05
880.0,0.00017542285832815302,-5.886101391411744e-06,-3.373764133925392e-05,-2.9306884080042755e-05,-6.027349553238872e-05
882.0,-6.943805869542484e-05,-6.128477380266165e-05,-4.636317149408136e-05,2.6231441207900496e-05,-3.0095180280016422e-05
884.0,-0.00013376446795270708,-6.721624829817931e-05,6.91017098164966e-05,3.912531501520445e-05,0.00010674385177367883
886.0,9.903608835424744e-05,-6.867589055600031e-05,9.551928292041166e-05,0.00014309384022209758,0.00023040299171738345
888.0,0.0006102316946691614,4.6763671968699914e-05,0.00019773055020509952,0.00025736049814025343,0.000247187836257503
890.0,0.0008620342217152331,0.00015986667284067425,0.00033031086213740866,0.00024345663250645126,0.0001964375358045676
892.0,0.0008201569176519385,0.00012190803538727342,0.00024604703036739035,0.00010382740739736262,0.0002224731880657936
894.0,0.0007416494866742713,0.00013267597814056655,3.842637992768955e-06,7.957806703200697e-05,0.0002539808504335312
896.0,0.0006221350342252667,0.0002604440029384176,-6.106497907633061e-05,1.6094798094896292e-06,0.00014973710462867437
898.0,0.0004849905626134323,0.0003289334602774753,0.000128041032294177,-0.00011234991259196184,3.074398728558692e-05
900.0,0.0002956518019185912,9.742162983004475e-05,0.00020516693627686632,-7.646130767298222e-05,-3.1313842470848065e-05
902.0,4.227523982369718e-05,-0.00016066632082240508,7.765383914337533e-05,-7.629616827190402e-05,-0.00019686578020441345
904.0,-4.180576613948676e-05,-0.00020354770441796357,-4.6170843868302584e-06,-4.58225493739694e-05,-9.825855542067325e-05
906.0,0.00012204719730360709,-0.00011548560873734906,-0.00012570062508268108,0.00011534009625477943,-1.5579821566013538e-05
908.0,0.00014917438423645276,2.4996205051901927e-05,-8.736711524820152e-05,0.00012633162664158547,-0.00015958954179272556
910.0,7.509478869587926e-05,6.0605163739341225e-05,0.00023027564976779645,-2.7148409860387195e-05,-0.0003328752427303753
912.0,-9.287803992740127e-05,3.085802221030929e-05,0.00024845985396168357,-1.7593862755300625e-05,-0.00026684959956827165
914.0,-9.663158931812305e-05,1.6435980781272532e-06,8.922209236673318e-05,-6.823867393800545e-06,-3.813720829050495e-05
916.0,0.0001434217371013731,0.00011261395161643427,0.00022772218060676465,-5.534192452001115e-05,9.927393047494709e-05
918.0,0.00031214643505315015,0.00019266982260405713,0.0003589318256639861,-6.109955062826636e-05,0.00011487345142750053
920.0,0.0003178401866735801,0.00015589047195263352,0.00039110919587634943,3.101622825859952e-05,7.932591067358506e-05
922.0,0.00026140872698988444,0.0003418976007728813,0.00038672533901838794,-4.569545834358097e-05,0.00012355532010483814
924.0,7.055074410163362e-05,0.0002715192823431691,0.0004941478870151584,-0.00017643634522358372,0.00014433228905319224
926.0,0.00011540392014518549,0.00017290230101264805,0.00044230478316195735,-8.060089640763121e-05,0.00012113230853073776
928.0,0.00024439764583873854,0.00018221119522668225,0.0002775266654241958,6.501958064214996e-05,0.00015106427144021876
930.0,4.113375680580836e-05,0.00010569088827916523,0.0003406703842870004,0.00028388279487237626,0.00016022033123173896
932.0,8.869467980295541e-05,1.576815916268978e-05,0.0002808117679585563,0.0004122992393446266,0.0001387668372915495
934.0,0.0004993115893181254,1.7311677960930316e-05,0.00012268735487447482,0.00045567073514436756,2.755189564241253e-05
936.0,0.000795517759917036,5.466655475348297e-05,5.933431740851032e-06,0.0006555031203376429,-5.18305933371122e-05
938.0,0.0009195715322789754,-6.515920171393226e-05,7.754596312360798e-05,0.0009001283168345931,-1.6066546240800047e-05
940.0,0.0010549825771324875,-0.000176709078921562,0.0001546278527555447,0.0009340918696489844,-2.160225603652368e-05
942.0,0.001271170339642204,-0.00010623063739356255,0.00013374666732907757,0.0009109076045414351,-4.640401292464551e-05
944.0,0.0014,2.070033099396908e-05,0.00011165822108034403,0.0010979300156754147,-7.46950410411997e-05
946.0,0.0013462639357013227,0.00012184990185725692,0.0001382404998140624,0.0012453428369636817,-9.173465505639523e-05
948.0,0.001282766917293233,0.00014279618281841876,5.811344032483224e-05,0.0011388745390592805,1.5830985738754754e-05
950.0,0.0013433851897946489,0.00016556335728959814,-3.147622149376674e-05,0.0008991381523317497,7.893022432720989e-05
952.0,0.001351083687649071,0.00015766613138521105,2.4163133034429842e-05,0.0007373588391341065,-3.5561212629279825e-05
954.0,0.0012751441609624545,8.109556776413757e-05,-1.1520942214679874e-05,0.0007475039411290096,-9.682164564080686e-05
956.0,0.0013800954059939832,4.906429135250358e-05,-2.5973964470100772e-05,0.0008296976479884005,-8.466946961389246e-05
958.0,0.0016351602364654562,-2.4361461528248666e-05,0.00013079901335666353,0.0008392029300680026,-0.00015785736506769153
960.0,0.0018275038888312747,-8.56645281175617e-05,0.00034160738162306465,0.0008800444589516595,-0.00018633065019458953
962.0,0.0021685827629122547,-5.4056226619191944e-05,0.0005880419783942861,0.0010972463630106028,-0.0001379733007640652
964.0,0.0028397324484081754,7.348010257566994e-05,0.0008913148147105876,0.0014481864325895826,-0.00013341549170603698
966.0,0.0035112238124870377,0.0001429326286652085,0.001159273549809129,0.0019602037581066536,-8.302256879749818e-05
968.0,0.004014240900134823,7.061651723705983e-05,0.0011613526642040132,0.002404438850570521,-1.9920042701892372e-05
970.0,0.0037747744243932747,-9.93425348972745e-05,0.0009409515001962303,0.002143220450494003,-8.522444642115895e-05
972.0,0.003032824474980546,-7.644045205009311e-05,0.0007364520934634405,0.0014146236203435088,-1.5857534550204754e-05
974.0,0.002678470313715319,-1.4293952879502777e-05,0.0007376044223249519,0.0008936105054939424,6.357746406075546e-05
976.0,0.0028405797251750023,-2.178959581434983e-05,0.000980729410166218,0.000743200695729644,6.805764910116698e-05
978.0,0.0030608991444127545,6.195549908659779e-05,0.0012282326854181893,0.0007017757923262458,-2.5815388856039588e-05
980.0,0.003220123411978221,0.00011848116219008393,0.0013390904880033287,0.0006086540486578365,2.477315768045122e-05
982.0,0.0033486678765880227,2.7345303237556626e-05,0.001347408065565117,0.0007452440477103307,0.00015641111879593597
984.0,0.0035373907181747515,-0.0001723980157664689,0.0012363175570821719,0.0011459143121324686,0.00027954491133693236
986.0,0.003888779362198608,-0.00029843878094030064,0.0010210090657165735,0.001539748926841464,0.0003708950907495617
988.0,0.004286918848846257,-0.00018689832840091452,0.0008277978391794233,0.001885407339965033,0.0004272411376312149
990.0,0.004674167487684721,-2.8418167874075045e-05,0.0007019611430614978,0.0022482980568508133,0.0005025604857207625
992.0,0.004877083743842366,-1.2630805666542308e-05,0.0005490272193947252,0.0024962741428605256,0.0005296022734084515
994.0,0.004622021778584395,-7.444650454710147e-05,0.0005306563856988664,0.002602760151168679,0.0003969943617360533
996.0,0.00417963754213119,-0.00013426443301692268,0.0006216071494104577,0.0024518479722412455,0.0003216530673336968
998.0,0.00378451905626134,-5.147230588827424e-05,0.0006231418701508611,0.0022677086667568782,0.0003195679879621275
1000.0,0.003604615225057042,-3.913581397314802e-05,0.0006226921610295203,0.002191891234576853,0.0002378943679849462
1002.0,0.0036632970451010902,-0.00019691755307920118,0.0006907311787978886,0.002111723330706708,0.0001444122595416113
1004.0,0.003820259336099589,-0.00023996741495987302,0.000858974629705503,0.002214268483029954,0.00010112417207893722
1006.0,0.004058885432866768,-2.005452469265033e-05,0.0009997072966457714,0.0024062404955800427,-3.3773459743953875e-05
1008.0,0.004417821576763477,0.00015380085363514567,0.0010732716525338928,0.002501476925796848,-0.0001890999465791261
1010.0,0.004880134784862617,1.7905403563597578e-05,0.0012337002261804324,0.0028331836457360913,-0.00016927255747781355
1012.0,0.005192614107883816,-5.4841378993826555e-05,0.0014247445754446463,0.003356054989320631,-7.695480969884098e-05
1014.0,0.005688802488335927,-8.117784467906744e-05,0.001490044722542075,0.00372768415674093,1.1157027852827595e-06
1016.0,0.006409595435684654,-0.00011092115030451321,0.0015267310629280238,0.0041752105675284664,0.00014593699026241972
1018.0,0.007140368066355639,-4.6718955762669965e-05,0.0016207784240915737,0.004804374973267249,0.0002457243270416609
1020.0,0.007884647302904581,8.579322752026064e-05,0.0015266139226208554,0.005413131944543517,0.00024529911755986135
1022.0,0.008744712286158614,3.111470006090636e-05,0.0014586307140615116,0.006076489371924672,0.0003540767111440835
1024.0,0.010009419087136977,-0.00010509218202108613,0.0017484875551682137,0.007108212716050253,0.0004581888787167314
1026.0,0.011087168049792531,6.483864463046663e-05,0.00204138832122255,0.00788025926655995,0.0004917808815964773
1028.0,0.010873468118195888,6.294852089401371e-05,0.002278249999609786,0.007644652914674963,0.0003653680025981749
1030.0,0.009447251037344393,2.2958644794966324e-05,0.0024963664219442372,0.006346082425827144,0.0002708855215977416
1032.0,0.007620139968895852,-4.391475004679211e-05,0.0027003650697691433,0.004666049900195259,0.00015582695479918294
1034.0,0.006360088174273847,-0.00013668993044934626,0.0030246763397129843,0.0032860166160835003,3.299495425674707e-05
1036.0,0.005521742738589227,4.037241493014817e-06,0.0032349673108124175,0.0024711925602348373,-0.00018912975325954644
1038.0,0.004877060653188176,0.00010621984736501455,0.0032680437826264745,0.001996691578724694,-0.0003039414257761292
